SMILES,Reward,Sim,Step,Imp
C=C1CCCC1=CN(CCN)C(=O)c1cccnc1,0.8983024756068021,0.2604166666666667,1674,0.24646634323091332
CC1=NN(N(CCN)C(=O)c2cccnc2)CCCC1,0.8973209038435059,0.27835051546391754,1633,0.24548477146761716
CCNC(=O)N1CC2CC=C(c3cncnc3)CC2C1,0.894665466017103,0.358695652173913,1928,0.24282933364121417
NCCNC(=O)N1CC2CC=C(c3ccccc3)CC2C1,0.8930528896575355,0.4065934065934066,1415,0.2412167572816467
NCCN(C(=O)c1cccnc1)C1CCCS1,0.8769115858219203,0.28888888888888886,1611,0.22507545344603153
CC1CC(C)N(C(CN)NC(=O)c2cccnc2)CS1,0.8748385240847713,0.30851063829787234,1678,0.22300239170888247
NC(C=C1SCC2CC12)CNC(=O)c1cccnc1,0.8714685815683003,0.34065934065934067,1632,0.21963244919241154
NCCNC(=O)N1CC2CC=C(c3ncn4c3C4)CC2C1,0.8694859815248567,0.3333333333333333,1404,0.2176498491489679
O=C(NCCc1ncc2cc1-2)N1CC2CC=CCC2C1,0.8683305263481343,0.5180722891566265,1931,0.21649439397224557
C=C1SC=CCN1c1cncc(C(=O)NCCN)c1,0.8673022928267743,0.2604166666666667,1659,0.2154661604508855
NC(CNC(=O)c1cccnc1)N1C=CSCC2CC21,0.8655924227274703,0.37362637362637363,1615,0.2137562903515815
NCCNC(=O)c1ccc(C2CCCCCO2)nc1,0.8605328473617168,0.25773195876288657,1605,0.20869671498582798
CCNC(=O)N1CC2CC=C(n3ccsc3=N)CC2C1,0.8595650734086515,0.30526315789473685,1983,0.20772894103276274
NCCNC(=O)c1cccnc1-c1ccccc1,0.8506432115655689,0.2268041237113402,1621,0.1988070791896801
NCCNC(=O)c1cnccc1-c1ccccc1,0.8506432115655689,0.25263157894736843,1624,0.1988070791896801
CC1=NCCCCN1c1cncc(C(=O)NCCN)c1,0.8506150492059678,0.25252525252525254,1675,0.19877891683007898
CC1=NCN(c2cncc(C(=O)NCCN)c2)CCC1,0.8506150492059678,0.25252525252525254,1630,0.19877891683007898
CNC(=O)N1CC2CC=CCC2(C23CCC(c4cc4=O)CC2C3)C1,0.8497477732586263,0.20535714285714285,233,0.1979116408827375
NCCNC(=O)c1cccnc1C=C1C=CCC=N1,0.8473693554108757,0.24489795918367346,1681,0.19553322303498688
C=C1C=CCCN1c1ncccc1C(=O)NCCN,0.8465261846863239,0.2604166666666667,1626,0.19469005231043512
N=C1CN(N(CCN)C(=O)c2cccnc2)C2CC2S1,0.846492676222896,0.27835051546391754,1658,0.19465654384700726
CCNC(=O)N1CC2CC=CC(c3nnc4cc3-4)C2C1,0.846215733031346,0.28865979381443296,1912,0.19437960065545723
CCNC(=O)N1CC2CC=C(N=C3OCS3)CC2C1,0.842227067876844,0.2872340425531915,1948,0.1903909355009552
Cc1nccn1N(CCN)C(=O)c1cccnc1,0.8413815436060706,0.26881720430107525,1625,0.18954541123018187
CCNC(=O)N1CC2CC=C(C=C(CC)C3CC3)CC2C1,0.8396502845616725,0.29896907216494845,1974,0.18781415218578368
CC(NC(=O)N1CC2CC=CCC2C1)c1cncnc1,0.8391774947621732,0.45348837209302323,1933,0.1873413623862844
NCCN(C(=O)c1cccnc1)C1=NC2=C(C1)O2,0.8379015755597555,0.23958333333333334,1611,0.18606544318386675
CC1CSCN1c1cncc(C(=O)NCCN)c1,0.8378873423402194,0.2553191489361702,1637,0.18605120996433067
CNC(=O)N1CC2CC=CCC2C1Cc1ncns1,0.8375008098910223,0.2708333333333333,258,0.1856646775151335
NCCNC(=O)N1CC2CC=CCC2C1c1ccccc1,0.8372008014886556,0.3617021276595745,1409,0.18536466911276683
Cc1cc(C(CN)NC(=O)c2cccnc2)ncn1,0.836567206748268,0.2736842105263158,1648,0.18473107437237923
Cc1nccc(C(CN)NC(=O)c2cccnc2)n1,0.836567206748268,0.2736842105263158,1685,0.18473107437237923
C=CN(CCNC(=O)N1CC2CC=CCC2C1)C(=O)c1cccnc1,0.8364501182883002,0.7160493827160493,322,0.1846139859124114
C=CN(CCNC(=O)N1CC2CC=CCC2C1)C(=O)c1cccnc1,0.8364501182883002,0.7160493827160493,418,0.1846139859124114
C=CN(CCNC(=O)N1CC2CC=CCC2C1)C(=O)c1cccnc1,0.8364501182883002,0.7160493827160493,804,0.1846139859124114
C=CN(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.8364501182883002,0.7160493827160493,637,0.1846139859124114
C=CN(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.8364501182883002,0.7160493827160493,907,0.1846139859124114
NC(=O)N1CC2CC=CC(Cc3nnc4cc3O4)C2C1,0.8360775747680226,0.22772277227722773,1043,0.1842414423921338
C=C1CN(C2=CCC3CN(C(=O)NCC)CC3C2)CO1,0.8360499491853638,0.27835051546391754,1948,0.18421381680947502
C=C1CCC(c2ccc(C(=O)NCCN)cn2)O1,0.8359249157841903,0.24210526315789474,1635,0.18408878340830148
CCNC(=O)N1CC2CC=CC(c3cncnc3)C2C1,0.835150177554459,0.34408602150537637,1930,0.1833140451785702
CC1CCC(c2ccncc2C(=O)NCCN)O1,0.8345467335485026,0.2553191489361702,1652,0.18271060117261384
CC1CCC(c2ccc(C(=O)NCCN)cn2)O1,0.8345467335485025,0.2553191489361702,1627,0.18271060117261373
CCNC(=O)N1CC2CC=CCC2(c2cc3cc-3c2)C1,0.8345156917574426,0.26262626262626265,1921,0.18267955938155378
C=C1CCC1=Nc1ccc(C(=O)NCCN)cn1,0.8345080228491406,0.22916666666666666,1649,0.18267189047325183
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)C1=NC1)c1cccnc1,0.8343376982954362,0.6904761904761905,1766,0.18250156591954747
CC1=NC(c2cncc(C(=O)NCCN)c2)CC1,0.8333914269471027,0.24210526315789474,1651,0.1815552945712139
NCCNC(=O)N1CC2CC=CCC2(c2ccccc2)C1,0.8330671451848211,0.3333333333333333,1416,0.18123101280893228
CCNC(=O)N1CC2CC=C(OC3=CCOC3=N)CC2C1,0.8330102356079262,0.2828282828282828,1945,0.18117410323203742
NCCN(C(=O)c1cccnc1)C1=NCCC1,0.8323848413535448,0.27472527472527475,1617,0.18054870897765607
CC(=O)N(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.832288563502108,0.6987951807228916,818,0.18045243112621923
CC(=O)N(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.832288563502108,0.6987951807228916,434,0.18045243112621923
CC(=O)N(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.832288563502108,0.6987951807228916,1533,0.18045243112621923
CC(=O)N(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.832288563502108,0.6987951807228916,517,0.18045243112621923
CC(=O)N(CCNC(=O)N1CC2CC=CCC2C1)C(=O)c1cccnc1,0.832288563502108,0.6987951807228916,902,0.18045243112621923
CC(=O)N(CCNC(=O)N1CC2CC=CCC2C1)C(=O)c1cccnc1,0.832288563502108,0.6987951807228916,1217,0.18045243112621923
CC(=O)N(CCNC(=O)N1CC2CC=CCC2C1)C(=O)c1cccnc1,0.832288563502108,0.6987951807228916,113,0.18045243112621923
CCNC(=O)N1CC2CC=C(C=C3N=CCC=N3)CC2C1,0.8321559104114166,0.30612244897959184,1934,0.1803197780355278
Cc1cnn(OC2=CCC3CN(C(N)=O)CC3C2)n1,0.8321484874167318,0.24742268041237114,1028,0.18031235504084298
CCNC(=O)N1CC2CC=C(OC3CCCNCO3)CC2C1,0.8318321596711984,0.25961538461538464,1948,0.1799960272953096
NCCNC(=O)N1CC2CC=C(C3=COC=CC3)CC2C1,0.8313611092382014,0.3617021276595745,1430,0.1795249768623126
CC1=NC(N(CCN)C(=O)c2cccnc2)=C1,0.8311201441477207,0.25274725274725274,1650,0.17928401177183195
CNC(=O)N1CC2CC=C(c3cncnc3)CC2C1,0.8309647227469493,0.32608695652173914,211,0.17912859037106055
NCCNC(=O)c1ccc(C2=COC=CC2)nc1,0.8306755738666947,0.26595744680851063,1605,0.17883944149080588
C=C1N=C1N(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.8298360225982434,0.6744186046511628,1797,0.17799989022235463
CC1CC=NC1=NC(CN)NC(=O)c1cccnc1,0.8290712643951703,0.3010752688172043,1648,0.17723513201928154
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)C1=CC1)c1cccnc1,0.8278812481018526,0.6904761904761905,308,0.17604511572596382
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)C1=CC1)c1cccnc1,0.8278812481018526,0.6904761904761905,1512,0.17604511572596382
O=C(NCCN(C(=O)c1cccnc1)C1=CC1)N1CC2CC=CCC2C1,0.8278812481018526,0.6904761904761905,767,0.17604511572596382
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)C1=CC1)c1cccnc1,0.8278812481018526,0.6904761904761905,1367,0.17604511572596382
CCNC(=O)N1CC2CC=C(C=C3C=CC=CC3)CC2C1,0.827596540605275,0.3333333333333333,1914,0.1757604082293862
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)C1=NCC1)c1cccnc1,0.826281235902037,0.6666666666666666,317,0.17444510352614817
NCCNC(=O)c1cnccc1C1CCCC1,0.8262487163131296,0.27472527472527475,1624,0.1744125839372408
NCCNC(=O)N1CC2CC=C(N3CCCCC3)CC2C1,0.8256084393332667,0.30612244897959184,1430,0.1737723069573779
CC1CCCN1C1=CCC2CN(C(=O)NCCN)CC2C1,0.8255717727190133,0.30927835051546393,1500,0.1737356403431245
C=C1CCCCN1C(=O)NCCNC(=O)c1cccnc1,0.8249385350946603,0.5301204819277109,1883,0.17310240271877153
C=C1CCN(c2ccc(C(=O)NCCN)cn2)CO1,0.824065148885717,0.24742268041237114,1684,0.17222901650982825
NCCNC(=O)c1ccc(N=C2N=CC3=C2C3)nc1,0.8239714182569887,0.22,1642,0.17213528588109994
C=C1CCOC1=NC1=CCC2CN(C(=O)NCCN)CC2C1,0.8234075842798873,0.3,1438,0.17157145190399847
CCNC(=O)N1CC2CC=CC(c3ccccc3)C2C1,0.8232090419919212,0.34408602150537637,1910,0.17137290961603246
CCNC(=O)N1CC2CC=CC(n3cccn3)C2C1,0.8221976630786881,0.34065934065934067,1901,0.17036153070279936
CSCC(=CC1=CCC2CN(C(N)=O)CC2C1)CN,0.8215344299650963,0.25,1086,0.16969829758920751
NCCNC(=O)c1cnccc1C1C=CC=NC=N1,0.8212167747286325,0.24489795918367346,1607,0.16938064235274375
CC(NC(=O)N1CC2CC=CCC2C1)c1ccccc1,0.8211709785834159,0.45348837209302323,1922,0.16933484620752715
Cc1ccn(C(CN)NC(=O)c2cccnc2)n1,0.8196848460386668,0.2967032967032967,1663,0.16784871366277798
CC1CCN(C(=O)NCCNC(=O)c2cccnc2)CC1,0.8196741485828115,0.5875,1855,0.16783801620692274
CN1OCC1(C)N(CCN)C(=O)c1cccnc1,0.8188083117024805,0.25806451612903225,1691,0.1669721793265917
N=C1CCC(N(CCN)C(=O)c2cccnc2)=N1,0.8180282812446565,0.2553191489361702,1633,0.16619214886876776
NCC(NC(=O)c1cccnc1)N1CCCCC1,0.8174818357023775,0.32222222222222224,1616,0.16564570332648876
CC1CCCN1C(N)CNC(=O)c1cccnc1,0.8174103169624721,0.3563218390804598,1646,0.16557418458658335
CC(C)=CC1=CCC2CN(C(=O)NCCN)CC2C1,0.8166461561236253,0.34831460674157305,1449,0.16481002374773657
CCNC(=O)N1CC2CC=C(N3CCOC3)CC2C1,0.8165811877979928,0.28421052631578947,1924,0.16474505542210405
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)C1=NC=CC1)c1cccnc1,0.816494247606789,0.6373626373626373,111,0.16465811523090024
O=C(NCCN(C(=O)c1cccnc1)C1=NC=CC1)N1CC2CC=CCC2C1,0.816494247606789,0.6373626373626373,335,0.16465811523090024
O=C(NCCN(C=C1CC1)C(=O)N1CC2CC=CCC2C1)c1cccnc1,0.81517324710088,0.6666666666666666,1250,0.16333711472499124
CC1=C(N(CCNC(=O)N2CC3CC=CCC3C2)C(=O)c2cccnc2)C1,0.81517324710088,0.6744186046511628,1167,0.16333711472499124
CCNC(=O)N1CC2CC=C(N3C=NCC3)CC2C1,0.814825105887101,0.3118279569892473,1903,0.16298897351121222
O=C(NCCN(C(=O)c1cccnc1)C1=NCC=C1)N1CC2CC=CCC2C1,0.8140654294490747,0.6373626373626373,1121,0.1622292970731859
Cc1nnnc(C2C3CC=CCC3CN2C(=O)NCCN)c1C,0.81383493019498,0.2815533980582524,1455,0.1619987978190912
CC(C)C(C)c1cncc(C(=O)NCCN)c1,0.8129167377943255,0.21505376344086022,1637,0.16108060541843672
CCNC(=O)N1CC2CC=CCC2C1CC1CCCCCO1,0.8126383892721513,0.24761904761904763,1954,0.16080225689626249
CCNC(=O)N1CC2CC=CCC2C1CC1CCCCO1,0.8126235969478813,0.2549019607843137,1938,0.16078746457199256
CC(C)=CN(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.8125765552129179,0.6744186046511628,1367,0.16074042283702916
CC(C)=CN(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.8125765552129179,0.6744186046511628,500,0.16074042283702916
CC(C)=CN(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.8125765552129179,0.6744186046511628,1236,0.16074042283702916
CC(C)=CN(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.8125765552129179,0.6744186046511628,799,0.16074042283702916
CCNC(=O)N1CC2CC=C(N=C3N=CC=N3)CC2C1,0.8125548382082945,0.3157894736842105,1990,0.16071870583240577
NCCN(C=C1CCS1)C(=O)N1CC2CC=CCC2C1,0.8119663347967857,0.34782608695652173,1450,0.16013020242089693
NCCNC(=O)N1CC2CC=C(C3=CCC3)CC2C1,0.8111958954030872,0.34444444444444444,1415,0.15935976302719845
CCN(CC1CCCCN1)C(=O)N1CC2CC=CCC2C1,0.8108804450244996,0.31958762886597936,1919,0.15904431264861085
CC1CN(C(N)CNC(=O)c2cccnc2)C1C,0.810658080038065,0.36046511627906974,1688,0.15882194766217628
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)n1cccc1)c1cccnc1,0.810462610147173,0.6373626373626373,716,0.15862647777128425
Cn1cncc1C1=CCC2CN(C(N)=O)CC2C1,0.8095006830272399,0.2826086956521739,1007,0.1576645506513511
O=C(NCCN(C(=O)c1cccnc1)C1=NN=CC1)N1CC2CC=CCC2C1,0.8093548031923089,0.6373626373626373,1534,0.15751867081642013
NCCNC(=O)N1CC2CC=CCC2C1c1c(C2CCCOC2)c1=O,0.8085633086248442,0.27522935779816515,1477,0.15672717624895538
NC(=O)N1CC2CC=C(c3cncnc3)CC2C1,0.8084534153319975,0.29347826086956524,1019,0.15661728295610877
NCCN(C(=O)c1cccnc1)N1COC2CC2O1,0.8080614724784493,0.28421052631578947,1601,0.1562253401025605
CC1=NC1N(CCNC(=O)c1cccnc1)C(=O)N1CC2CC=CCC2C1,0.8080240985034377,0.6744186046511628,1797,0.15618796612754893
C=C1C=C(C)C=CN1N(C=O)CCNC(=O)c1cccnc1,0.8078444574520716,0.34375,1885,0.15600832507618279
NCCNC(=O)N1CC2CC=CC(c3ncsn3)C2C1,0.8073483197634361,0.32978723404255317,1421,0.15551218738754735
C=C1NC=CN1C1=CCC2CN(C(=O)NCC)CC2C1,0.8068435102865372,0.30526315789473685,1974,0.15500737791064845
C=C1CC2=CC2CN(c2ccncc2C(=O)NCCN)O1,0.8065614367503674,0.25742574257425743,1669,0.15472530437447862
NCCNC(=O)c1cnccc1N=C1CN=C2C=C21,0.8065577201605876,0.22,1629,0.1547215877846988
O=C(NCCN(C(=O)N1CC2CC=CCC2C1)C1=NCN=N1)c1cccnc1,0.8059096383048275,0.6373626373626373,1517,0.15407350592893876
CCNC(=O)N1CC2CC=C(CC3CCOC3)CC2C1,0.8055284881735696,0.28865979381443296,1920,0.1536923557976808
