SMILES,Reward,Step,Sim,Imp
CSN=CC1CC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)C1,-5.500984328472866,9,0.6179775280898876,2.932915921577461
O=C(C1CCC=CS1)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-5.514874287823417,125,0.627906976744186,2.9190259622269092
O=NSC(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-5.606999773427953,178,0.6049382716049383,2.8269004766223738
C=C(O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-5.629996922321215,165,0.6103896103896104,2.8039033277291114
CC1OCCC1C1CC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)C1,-5.690376884727689,179,0.6129032258064516,2.7435233653226376
N=C(O)CC1CC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)C1,-5.799758009854188,179,0.625,2.6341422401961383
O=NC(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-5.815975000073134,149,0.6282051282051282,2.6179252499771923
O=NC(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-5.815975000073134,113,0.6282051282051282,2.6179252499771923
N=NCC1CC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)C1,-5.8808107901180176,174,0.6395348837209303,2.553089459932309
NC(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-5.948654064028624,165,0.6533333333333333,2.485246186021703
N=NC1CC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)C1,-6.0029839144390245,116,0.6626506024096386,2.430916335611302
CC(=O)C(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-6.009024736447927,41,0.6125,2.4248755136024
N=C(O)C1CC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)C1,-6.031836017505768,151,0.6470588235294118,2.402064232544559
O=NC1CC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)C1,-6.072174789372646,151,0.6626506024096386,2.3617254606776807
O=C(C1=C=CC1)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-6.0789824386892635,21,0.6024096385542169,2.354917811361063
O=C(C1CC(C2=NC2)C1)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-6.083849873560011,116,0.6395348837209303,2.350050376490316
O=NNC(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-6.11061221139547,180,0.6049382716049383,2.323288038654857
O=NNC(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-6.11061221139547,178,0.6049382716049383,2.323288038654857
N=S=NC(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-6.116352464028148,113,0.6049382716049383,2.3175477860221783
O=CC1CC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)C1,-6.1432491145307,151,0.6626506024096386,2.290651135519626
O=NCC(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-6.149108076233249,180,0.6049382716049383,2.2847921738170776
O=C(C1CC(C=NC=S)C1)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-6.161900581559729,127,0.6179775280898876,2.271999668490597
O=NN=CC1CC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)C1,-6.217737243946151,124,0.6179775280898876,2.2161630061041757
C=C1C=NC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)C1,-6.395249162438331,21,0.6162790697674418,2.0386510876119956
O=CNC(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-6.432351537349536,149,0.6049382716049383,2.0015487127007905
O=CC(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-6.457640796410168,21,0.6282051282051282,1.976259453640159
N=NNC1CC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)C1,-6.458855932362996,174,0.6395348837209303,1.9750443176873302
O=NNC1CC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)C1,-6.51934007333764,181,0.6395348837209303,1.914560176712687
N=C1OC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)CS1,-6.5263116011723605,59,0.6162790697674418,1.907588648877966
NC(=O)N=CC1CC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)C1,-6.546458557621099,124,0.6043956043956044,1.8874416924292277
O=C(C1CC=CNO1)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-6.75562192618601,125,0.6091954022988506,1.6782783238643164
O=C(C1CC(N2CNC2)C1)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-6.770769483253714,116,0.6179775280898876,1.6631307667966126
O=C(C1CCON1)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-6.904241785807297,9,0.6506024096385542,1.5296584642430293
O=C(C1C=NC=N1)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-7.021920993903142,125,0.611764705882353,1.411979256147185
O=C(C1CCN=CNO1)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-7.221873391377816,149,0.6067415730337079,1.2120268586725107
CC(C)CCC12C[NH2+]CC1C2C(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-7.24127217735278,67,0.6105263157894737,1.1926280726975467
CC1CCCC=C1C1[NH2+]CC2C(C(=O)N3CC4CCC(C3)N(Cc3cscn3)C4=O)C12,-7.365813797077394,12,0.6161616161616161,1.068086452972933
O=C(C1C2C[NH2+]CC21)N1CC2C(=O)N(Cc3cscn3)C(CC2c2ccccc2)C1,-7.376645189170464,29,0.6122448979591837,1.0572550608798625
O=C(C1CC([SH]=S(=O)=O)C1)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-7.442087330020332,151,0.625,0.9918129200299948
C=C(C)CCC12C[NH2+]CC1C2C(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-7.446808921335199,67,0.6105263157894737,0.9870913287151275
C=C1CCCCN1c1nc(CN2C(=O)C3CCC2CN(C(=O)C2C4C[NH2+]CC42)C3)cs1,-7.466677215648966,60,0.6161616161616161,0.9672230344013606
O=C(C1CCN2CC2ON1)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-7.53897464138104,21,0.6043956043956044,0.8949256086692863
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C3CCCC3)(C1)C(=O)N2Cc1cscn1,-7.544149410869137,55,0.631578947368421,0.8897508391811897
C=C(CC)C1=C(c2nc(CN3C(=O)C4CCC3CN(C(=O)C3C5C[NH2+]CC53)C4)cs2)O1,-7.676823559544987,80,0.6224489795918368,0.7570766905053397
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C1)N(Cc1csc(N3CCCC3)n1)C2=O,-7.750955155350537,18,0.648936170212766,0.6829450946997895
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C1)N(CCC1=CCCC1)C2=O,-7.838228998598739,56,0.6067415730337079,0.5956712514515878
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C1)N(Cc1ncsc1C1CCCCO1)C2=O,-7.864455944187675,26,0.6122448979591837,0.5694443058626515
O=C(C1C2C[NH+](C3=NCCCCC3)CC21)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-7.8742297399464345,13,0.61,0.5596705101038921
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C1)N(Cc1csc(-c3ncccn3)n1)C2=O,-7.913151559172702,18,0.6631578947368421,0.5207486908776247
O=C(C1C2C[NH2+]CC21CCCl)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-7.961017690744509,34,0.6444444444444445,0.4728825593058179
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C1)N(Cc1csc(C3=CC3)n1)C2=O,-7.969259055912106,43,0.7209302325581395,0.46464119413822047
O=C(C1NCN2OC12)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-7.986989456204343,9,0.627906976744186,0.44691079384598353
O=C(C1C2C[NH2+]CC21C1C=CC=C1)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-7.991944928885017,8,0.6145833333333334,0.44195532116530956
N=C1NC(C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)NC1S,-8.025787071451639,59,0.6022727272727273,0.408113178598688
CC1CCOC1c1nc(CN2C(=O)C3CCC2CN(C(=O)C2C4C[NH2+]CC42)C3)cs1,-8.03116321039745,23,0.6354166666666666,0.40273703965287666
CC(C)Nc1scnc1CN1C(=O)C2CCC1CN(C(=O)C1C3C[NH2+]CC31)C2,-8.043984453349953,83,0.6666666666666666,0.38991579670037346
O=C(C1C2C[NH2+]C(C3CC3)C21)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.045457784249692,12,0.7011494252873564,0.3884424658006349
O=C(C1C2C[NH2+]C(CC3CCCO3)C21)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.054146545135568,81,0.6288659793814433,0.37975370491475857
CC1CCN(c2scnc2CN2C(=O)C3CCC2CN(C(=O)C2C4C[NH2+]CC42)C3)C1,-8.097536532771732,16,0.6185567010309279,0.33636371727859427
N=C(Cl)CC12C[NH2+]CC1C2C(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.152595219103489,66,0.6304347826086957,0.2813050309468377
O=C(C1C2C[NH2+]CC21)N1CC2CC(OC3CCCCCO3)C(C1)N(Cc1cscn1)C2=O,-8.165774333630484,87,0.6078431372549019,0.2681259164198426
CC(C)=NCc1scnc1CN1C(=O)C2CCC1CN(C(=O)C1C3C[NH2+]CC31)C2,-8.166237186776987,63,0.6451612903225806,0.2676630632733392
C=C(C)CSC1CC2CN(C(=O)C3C4C[NH2+]CC43)CC1N(Cc1cscn1)C2=O,-8.170567946206138,35,0.6451612903225806,0.26333230384418904
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C1)N(Cc1ncsc1C1CCCO1)C2=O,-8.17846195875058,26,0.631578947368421,0.2554382912997468
CC1CCCCN1C1CC2CN(C(=O)C3C4C[NH2+]CC43)CC1C(=O)N2Cc1cscn1,-8.209499179905904,84,0.6326530612244898,0.22440107014442212
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C1)N(Cc1ncsc1C1=CC1)C2=O,-8.222475968030578,26,0.7011494252873564,0.21142428201974894
CC(S)Nc1nc(CN2C(=O)C3CCC2CN(C(=O)C2C4C[NH2+]CC42)C3)cs1,-8.24494865642016,60,0.6853932584269663,0.18895159363016667
C=C1CCOC1(C)C1[NH2+]CC2C(C(=O)N3CC4CCC(C3)N(Cc3cscn3)C4=O)C21,-8.25392089176692,61,0.6224489795918368,0.17997935828340594
N=Nc1nc(CN2C(=O)C3CCC2CN(C(=O)C2C4C[NH2+]CC42)C3)cs1,-8.27607307501368,18,0.7261904761904762,0.15782717503664578
O=C1C2CCC(CN(C(=O)C3C4C[NH2+]CC43)C2CC2CCCO2)N1Cc1cscn1,-8.284814401375964,93,0.6122448979591837,0.14908584867436225
O=C(C1C2C[NH2+]C(C3=CC3)C21)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.288185071170023,61,0.7011494252873564,0.1457151788803035
O=C(C1C2C[NH2+]C(C3=CC3)C21)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.288185071170023,70,0.7011494252873564,0.1457151788803035
C=C1SCCN1c1scnc1CN1C(=O)C2CCC1CN(C(=O)C1C3C[NH2+]CC31)C2,-8.304675003055792,83,0.6185567010309279,0.12922524699453497
C=C1SCC=C1C1CC2CN(C(=O)C3C4C[NH2+]CC43)CC1N(Cc1cscn1)C2=O,-8.305216129152841,68,0.6354166666666666,0.1286841208974856
O=C(C1C2C[NH2+]C(C3CCCO3)C21)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.313845301770627,22,0.648936170212766,0.12005494827969976
O=C(C1C2C[NH2+]C(C3CCCO3)C21)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.313845301770627,12,0.648936170212766,0.12005494827969976
O=Nc1nc(CN2C(=O)C3CCC2CN(C(=O)C2C4C[NH2+]CC42)C3)cs1,-8.343379472301336,23,0.7261904761904762,0.09052077774899026
CC1([NH+]2CC3C(C2)C3C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)CCCO1,-8.349881291969439,86,0.6354166666666666,0.08401895808088788
CC1CCN=C1C12C[NH2+]CC1C2C(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.374178408861138,48,0.6020408163265306,0.05972184118918911
CC1=CCC(C2C3CCC(CN2C(=O)C2C4C[NH2+]CC42)C(=O)N3Cc2cscn2)=N1,-8.38146331361578,72,0.6185567010309279,0.052436936434546055
O=C(C1C2C[NH2+]C(c3nnc4cc3-4)C21)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.386046440150915,42,0.6122448979591837,0.04785380989941146
O=C(C1C2C[NH2+]C(C3=NC=CC3)C21)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.432301337499695,42,0.648936170212766,0.0015989125506319368
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C1)N(Cc1csc(C3=CC=NC3)n1)C2=O,-8.43240241577154,43,0.6666666666666666,0.0014978342787870247
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C1)N(Cc1csc(N3C=C3)n1)C2=O,-8.448092260519964,80,0.7209302325581395,-0.01419201046963714
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C3=CC3)(C1)C(=O)N2Cc1cscn1,-8.458971394577707,55,0.6444444444444445,-0.025071144527380795
CC1=[SH](C2[NH2+]CC3C(C(=O)N4CC5CCC(C4)N(Cc4cscn4)C5=O)C32)C(O)=CC1,-8.467338519145953,81,0.6224489795918368,-0.03343826909562608
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C3=CC3)(C1)N(Cc1cscn1)C2=O,-8.480070319272468,2,0.6263736263736264,-0.04617006922214095
N=Nc1scnc1CN1C(=O)C2CCC1CN(C(=O)C1C3C[NH2+]CC31)C2,-8.499916160860424,16,0.7058823529411765,-0.06601591081009772
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C1)N(C(C1=CC1)c1cscn1)C2=O,-8.504051861103715,14,0.6629213483146067,-0.07015161105338841
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C1)N(Cc1csc(N3CCCCN3)n1)C2=O,-8.525840925666978,43,0.6288659793814433,-0.09194067561665165
O=C(C1C2C[NH2+]CC21)N1CC2CC(C=C3CCCO3)C(C1)N(Cc1cscn1)C2=O,-8.537089884318684,87,0.6288659793814433,-0.10318963426835737
CC(=O)CC(c1cscn1)N1C(=O)C2CCC1CN(C(=O)C1C3C[NH2+]CC31)C2,-8.548659268044993,98,0.6666666666666666,-0.11475901799466648
O=C(C1C2C[NH2+]CC21)N1CC2C(=O)N(Cc3cscn3)C(CC2P2CCCC2)C1,-8.552879739903254,29,0.648936170212766,-0.1189794898529275
O=C(C1C2C[NH+](C3CCCO3)CC21)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.555197750824622,46,0.648936170212766,-0.12129750077429513
N=C(O)CC12C[NH2+]CC1C2C(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.557678335417581,82,0.6304347826086957,-0.12377808536725432
N=C(O)CC12C[NH2+]CC1C2C(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.557678335417581,85,0.6304347826086957,-0.12377808536725432
O=C(C1C2C[NH+](c3cnc[nH]3)CC21)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.572100535758903,24,0.648936170212766,-0.13820028570857623
C=C(C1=CO1)N(C)C1[NH2+]CC2C(C(=O)N3CC4CCC(C3)N(Cc3cscn3)C4=O)C21,-8.576155584980306,51,0.6122448979591837,-0.14225533492997933
CC(=N)Nc1scnc1CN1C(=O)C2CCC1CN(C(=O)C1C3C[NH2+]CC31)C2,-8.578086084561296,83,0.6666666666666666,-0.144185834510969
CC1CCN(C2CC3CN(C(=O)C4C5C[NH2+]CC54)CC2C(=O)N3Cc2cscn2)C1,-8.591519226880878,1,0.6526315789473685,-0.15761897683055182
O=C1C2CCC(CN(C(=O)C3C4C[NH2+]CC43)C2C23CC2CCS3)N1Cc1cscn1,-8.593352707841804,33,0.6122448979591837,-0.15945245779147754
N=NC1[NH2+]CC2C(C(=O)N3CC4CCC(C3)N(Cc3cscn3)C4=O)C12,-8.59544327365145,10,0.7058823529411765,-0.16154302360112283
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C1)N(Cc1csc(C3=C4COCC43)n1)C2=O,-8.604021363621765,80,0.6288659793814433,-0.17012111357143844
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C3CCCP3)(C1)N(Cc1cscn1)C2=O,-8.612108558453905,2,0.6145833333333334,-0.17820830840357793
CN=NC1[NH2+]CC2C(C(=O)N3CC4CCC(C3)N(Cc3cscn3)C4=O)C12,-8.616581949575375,90,0.6818181818181818,-0.1826816995250482
O=C(C1C2C[NH2+]CC21)N1CC2CC(N3CCCC3)C(C1)N(Cc1cscn1)C2=O,-8.633708666519574,35,0.648936170212766,-0.19980841646924752
O=C(C1C2C[NH2+]CC21)N1CC2CC(C3CCCO3)C(C1)N(Cc1cscn1)C2=O,-8.641814505056333,49,0.6666666666666666,-0.20791425500600624
C=C1C2C=C2OC1c1scnc1CN1C(=O)C2CCC1CN(C(=O)C1C3C[NH2+]CC31)C2,-8.645182548412473,63,0.6161616161616161,-0.2112822983621463
C=C1CCN=C([NH+]2CC3C(C2)C3C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)O1,-8.668326701832223,86,0.6161616161616161,-0.23442645178189636
O=C1C2CCC(C(C3=CN=N3)N(C(=O)C3C4C[NH2+]CC43)C2)N1Cc1cscn1,-8.671955562865223,11,0.6413043478260869,-0.23805531281489678
O=NC1[NH2+]CC2C(C(=O)N3CC4CCC(C3)N(Cc3cscn3)C4=O)C12,-8.690874301160665,22,0.7058823529411765,-0.25697405111033866
O=Cc1nc(CN2C(=O)C3CCC2CN(C(=O)C2C4C[NH2+]CC42)C3)cs1,-8.699982107200494,23,0.7261904761904762,-0.2660818571501675
CC1(C)OC(C2CC3CN(C(=O)C4C5C[NH2+]CC54)CC2N(Cc2cscn2)C3=O)O1,-8.708119253366409,87,0.631578947368421,-0.27421900331608207
O=C1C2CCC(CN(C(=O)C3(C4CCC=N4)C4C[NH2+]CC43)C2)N1Cc1cscn1,-8.709234678767132,58,0.6145833333333334,-0.27533442871680514
N=NC12C[NH2+]CC1C2C(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.714065403186469,48,0.6666666666666666,-0.2801651531361422
CC1=NC=CN([NH+]2CC3C(C2)C3C(=O)N2CC3CCC(C2)N(Cc2cscn2)C3=O)C1,-8.721428842211077,24,0.6161616161616161,-0.28752859216075066
O=C(C1C2C[NH2+]C(P3CCCN3)C21)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.74052205180301,42,0.648936170212766,-0.3066218017526836
O=NCC1[NH2+]CC2C(C(=O)N3CC4CCC(C3)N(Cc3cscn3)C4=O)C12,-8.74759427365558,42,0.6818181818181818,-0.3136940236052528
O=N[NH+]1CC2C(C1)C2C(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.758168973659952,46,0.7261904761904762,-0.32426872360962555
C=C1C(=O)N(C2[NH2+]CC3C(C(=O)N4CC5CCC(C4)N(Cc4cscn4)C5=O)C32)CC1C,-8.759655574951726,70,0.61,-0.32575532490139913
CC1CCN1C1C2CCC(CN1C(=O)C1C3C[NH2+]CC31)N(Cc1cscn1)C2=O,-8.765435680692992,73,0.6382978723404256,-0.3315354306426652
N=C(O)C12C[NH2+]CC1C2C(=O)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.773437311014765,47,0.651685393258427,-0.3395370609644388
O=C(C1C2C[NH2+]CC21)N1CC2CCC(C1)N(Cc1ncsc1N=C1C=NCC1)C2=O,-8.797558978916566,16,0.6288659793814433,-0.3636587288662394
O=C(C1C2C[NH+](C3=PC3)CC21)N1CC2CCC(C1)N(Cc1cscn1)C2=O,-8.80049455553154,24,0.7011494252873564,-0.36659430548121286
C=C(O)OC1C2CCC(CN1C(=O)C1C3C[NH2+]CC31)N(Cc1cscn1)C2=O,-8.80566289390027,93,0.6483516483516484,-0.3717626438499426
CSc1c(C2CC3CN(C(=O)C4C5C[NH2+]CC54)CC2C(=O)N3Cc2cscn2)c1=N,-8.808670078833217,62,0.625,-0.37476982878289
