SMILES,Reward,Step,Sim,Imp
CC[C@H]1c2c(-c3noc4ccccc34)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-16.2801663690062,8,0.6238532110091743,0.8304672423448665
CC[C@H]1c2ccc(CCC(C)C)n2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-16.315334076073835,56,0.6632653061224489,0.7952995352772305
O=C(c1cn2c3c(cccc3c1=O)CC2)N1CCn2cccc2[C@@H]1Cc1ccccc1,-16.424986627234457,11,0.7291666666666666,0.6856469841166088
C=C(C)C=Cc1cc2c3c(c1)c(=O)c(C(=O)N1CCn4cccc4[C@@H]1CC)cn3CC2,-16.472686915658674,55,0.6804123711340206,0.637946695692392
CC[C@H]1c2cc(C3=CCCC3)cn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-16.520939998436926,17,0.6836734693877551,0.5896936129141395
CCCC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-16.610114297496967,11,0.8571428571428571,0.5005193138540989
C=C(CCC)CN(C)c1ccn2c1[C@H](CC)N(C(=O)c1cn3c4c(cccc4c1=O)CC3)CC2,-16.620274472587926,123,0.6285714285714286,0.4903591387631394
C=C(C)C=Cc1cc2n(c1)CCN(C(=O)c1cn3c4c(cccc4c1=O)CC3)[C@H]2CC,-16.636711853990867,54,0.6804123711340206,0.47392175736019837
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cc(C4CCCCCO4)cc3c1=O)CC2,-16.656485949092247,22,0.6285714285714286,0.4541476622588192
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(ccc(NCC(C)C)c3c1=O)CC2,-16.671236112622427,75,0.6804123711340206,0.4393974987286384
CC[C@H]1c2cccn2CCN1C(=O)c1c(OCC(C)C)n2c3c(cccc3c1=O)CC2,-16.74588102530362,59,0.6464646464646465,0.36475258604744454
C=CSc1ccc2c(=O)c(C(=O)N3CCn4cccc4[C@@H]3CC)cn3c2c1CC3,-16.88953353948708,78,0.717391304347826,0.2211000718639866
CC[C@H]1c2ccc(C3CCCS3)n2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-16.919508749595,44,0.65,0.1911248617560659
C=C(C)Oc1ccc2c3c1c(=O)c(C(=O)N1CCn4cccc4[C@@H]1CC)cn3CC2,-16.947557570267886,57,0.7021276595744681,0.16307604108317975
CCc1c(C(=O)N2CCn3cccc3[C@@H]2CC)c(=O)c2cccc3c2n1CC3,-16.977382714671286,47,0.7032967032967034,0.13325089667977963
O=C(c1cn2c3c(cccc3c1=O)CC2)N1CCn2cccc2[C@@H]1CCc1nc2ccc2nc2ccn12,-16.99946314119529,48,0.6140350877192983,0.11117047015577697
CC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(c(C4=CC4)ccc3c1=O)CC2,-17.01529921958687,78,0.7362637362637363,0.09533439176419733
CC[C@H]1c2c(-c3cc4c(cn3)C4)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.023007933038897,116,0.6442307692307693,0.08762567831216828
C=C(C)C[C@]1(CC)c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.023302567429525,32,0.6326530612244898,0.0873310439215409
CCC(C)N(C)c1ccc2n1CCN(C(=O)c1cn3c4c(cccc4c1=O)CC3)[C@H]2CC,-17.06079297612855,56,0.65,0.04984063522251603
CC[C@H]1c2cccn2CCN1C(=O)c1c(CN=C(C)C)n2c3c(cccc3c1=O)CC2,-17.07054285129044,76,0.6464646464646465,0.040090760060625286
C=Cc1c(C(=O)N2CCn3cccc3[C@@H]2CC)c(=O)c2cccc3c2n1CC3,-17.071563892831165,47,0.7032967032967034,0.03906971851990093
CC[C@H]1c2c(C3=CC3)ccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.0855725016192,146,0.7362637362637363,0.025061109731865372
CCC1=C(C)N(c2ccc3c4c2c(=O)c(C(=O)N2CCn5cccc5[C@@H]2CC)cn4CC3)C(C)O1,-17.10694121832931,57,0.6111111111111112,0.003692393021754725
C=C=CCC[C@H]1c2cccn2CCN1C(=O)c1cn2c3c(cccc3c1=O)CC2,-17.154075303762536,96,0.7865168539325843,-0.04344169241147
