SMILES,Reward,Step,Sim,Imp
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1C1CCCCCC1)CCCN3C(=O)CC2,-20.02398577679634,55,0.6160714285714286,1.2839424946863573
O=C(NC[C](C=C1CCCSC1)c1cccs1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-20.063028477906578,9,0.6126126126126126,1.2448997935761206
O=C(NCC(O)c1ccc(-c2ccccc2)s1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-20.19769190427055,34,0.6952380952380952,1.1102363672121491
CC1CCC(c2c(NC(=O)C(=O)NCC(O)c3cccs3)cc3c4c2CCCN4C(=O)CC3)CC1,-20.198140324059334,432,0.6216216216216216,1.1097879474233636
O=C(Nc1cc2c3c(c1)CCC(=O)N3CCC2)C(=O)N(CC(O)c1cccs1)c1ccccc1,-20.21892988324132,32,0.6635514018691588,1.0889983882413787
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1C1CCCCC1)CCCN3C(=O)CC2,-20.291684156553178,232,0.6330275229357798,1.0162441149295205
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1-c1ccccc1)CCCN3C(=O)CC2,-20.35707559701462,55,0.6481481481481481,0.9508526744680772
C=C1SC=CN1[C](CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-20.513638581891534,70,0.6355140186915887,0.7942896895911638
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1)CCC(c1ccccc1)N3C(=O)CC2,-20.542048579948887,59,0.6481481481481481,0.7658796915338115
CC=C(C)CCC1CCN2C(=O)CCc3cc(NC(=O)C(=O)NCC(O)c4cccs4)cc1c32,-20.563832262043903,83,0.660377358490566,0.7440960094387954
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1-c1ccc4cc1-4)CCCN3C(=O)CC2,-20.56417814150703,497,0.6635514018691588,0.7437501299756697
O=NS[C](CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-20.584860451886822,176,0.6938775510204082,0.723067819595876
O=C(NC[C](C1=C2C=C21)c1cccs1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-20.63125042539057,200,0.6732673267326733,0.6766778460921294
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1C=C1CCCC1)CCCN3C(=O)CC2,-20.634321477764406,360,0.6330275229357798,0.6736067937182924
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1C=C1CCCC1)CCC(=O)N3CCC2,-20.64248491699799,142,0.6330275229357798,0.665443354484708
O=C(NC[C](SN1CS1)c1cccs1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-20.669876907337233,176,0.6732673267326733,0.6380513641454648
O=C(NCC(OCC1CCOCC1)c1cccs1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-20.70752082059323,31,0.6851851851851852,0.6004074508894668
O=C(NC[C](SC1=C2SCSC21)c1cccs1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-20.70974913144438,200,0.6126126126126126,0.5981791400383187
O=C(NCC(Oc1cc2cc-2n1)c1cccs1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-20.712197776084153,139,0.7047619047619048,0.595730495398545
O=C(NC[C](O)c1ccccc1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-20.728581523181372,69,0.6464646464646465,0.5793467483013259
N=N[C](CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-20.742835961817512,49,0.7157894736842105,0.5650923096651859
CCCC=CCC1Cc2cc(NC(=O)C(=O)NCC(O)c3cccs3)cc3c2N(CCC3)C1=O,-20.74602452799254,65,0.6698113207547169,0.5619037434901593
CC(C)Sc1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2,-20.78932334479576,565,0.6831683168316832,0.5186049266869368
CC(C)Sc1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2,-20.78932334479576,464,0.6831683168316832,0.5186049266869368
C=C(C)C=Cc1csc(C(O)CNC(=O)C(=O)Nc2cc3c4c(c2)CCC(=O)N4CCC3)c1,-20.797247857770113,76,0.696078431372549,0.5106804137125849
C[PH](C)(=O)[C](CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-20.882518534939543,113,0.6868686868686869,0.4254097365431555
CC(C)=Cc1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2,-20.88326884638979,71,0.6831683168316832,0.42465942509290855
C=C(CCOC1CC(=O)N2CCCc3cc(NC(=O)C(=O)NCC(O)c4cccs4)cc1c32)CSCC,-20.911598089277494,193,0.6086956521739131,0.39633018220520455
O=[PH]=N[C](CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-20.921845429945005,25,0.6938775510204082,0.3860828415376929
CC1CCN(c2c(NC(=O)C(=O)NCC(O)c3cccs3)cc3c4c2CCC(=O)N4CCC3)CC1,-20.92616028931705,8,0.6216216216216216,0.38176798216564833
C=CC(=C)c1[nH]sc1-c1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2,-20.9321024253678,396,0.6106194690265486,0.3758258461148998
O=C(NCC(ONC1CCCCCS1)c1cccs1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-20.94118433253209,115,0.6666666666666666,0.3667439389506093
O=C(NC[C](c1cccs1)[PH](=O)=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-20.962496250230107,113,0.7010309278350515,0.3454320212525914
CC1CCCC1CC(NC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)C(O)c1cccs1,-20.985493399642746,84,0.6666666666666666,0.32243487183995256
CC(=Cc1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2)N=C(C)C,-20.995458552777055,329,0.6330275229357798,0.31246971870564266
CC=C1C=C(N(CC(O)c2cccs2)C(=O)C(=O)Nc2cc3c4c(c2)CCC(=O)N4CCC3)N=C1C,-20.99656422045857,120,0.6396396396396397,0.31136405102412823
O=C(Nc1cc2c3c(c1)CCC(=O)N3CCC2)C(=O)Nc1ncccn1,-21.01289755103951,23,0.6145833333333334,0.29503072044318657
O=C(NCC(O)c1sccc1CC1CC1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.02925971775336,33,0.71,0.2786685537293394
CC1=C(c2c(NC(=O)C(=O)NCC(O)c3cccs3)cc3c4c2CCCN4C(=O)CC3)C1,-21.053131765461906,264,0.6831683168316832,0.2547965060207922
O=C(NCC(O)c1cccs1)C(=O)N(C1=CSCCC1)c1cc2c3c(c1)CCC(=O)N3CCC2,-21.058479913862254,38,0.6481481481481481,0.24944835762044448
CC1CCCCC(c2c(NC(=O)C(=O)NCC(O)c3cccs3)cc3c4c2CCCN4C(=O)CC3)O1,-21.062100741455556,562,0.6052631578947368,0.24582753002714242
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1-c1nccs1)CCCN3C(=O)CC2,-21.06376935041669,232,0.6666666666666666,0.24415892106600978
CCCC(C)SC1Cc2cc(NC(=O)C(=O)NCC(O)c3cccs3)cc3c2N(CCC3)C1=O,-21.092572469704283,81,0.6761904761904762,0.21535580177841496
CCC(C)N(CC)c1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2,-21.094972090384292,94,0.6330275229357798,0.21295618109840575
CCC1=CCC(c2c(NC(=O)C(=O)NCC(O)c3cccs3)cc3c4c2CCC(=O)N4CCC3)N=C1C,-21.099996562782614,160,0.6086956521739131,0.20793170870008382
O=C(NCC(OC=C1CCO1)c1cccs1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.102143451594188,95,0.7326732673267327,0.20578481988851038
CC(C)OC(=O)NOC(CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-21.120117246073022,115,0.7047619047619048,0.1878110254096761
C=C(CCC(NC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)C(O)c1cccs1)OC1=CC1,-21.13028968325214,106,0.6545454545454545,0.17763858823055756
C=C(CC)C1=CN1c1ccc(C(O)CNC(=O)C(=O)Nc2cc3c4c(c2)CCC(=O)N4CCC3)s1,-21.13840771522728,73,0.6728971962616822,0.16952055625541718
O=C(NC[C](N=c1cc1)c1cccs1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.143427252609996,70,0.6732673267326733,0.16450101887270208
CC(C)NOC(CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-21.144685677751042,72,0.7628865979381443,0.16324259373165617
O=[PH]=C[C](CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-21.15053857460012,113,0.6938775510204082,0.15738969688257853
C=C1C=C(SC)CCN(N(CC(O)c2cccs2)C(=O)C(=O)Nc2cc3c4c(c2)CCC(=O)N4CCC3)C1,-21.154628526309597,77,0.6068376068376068,0.15329974517310063
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1N1CCCCSC1)CCCN3C(=O)CC2,-21.157001358955792,18,0.6160714285714286,0.1509269125269057
O=C(NCC1=CC1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.160616056664605,1,0.6629213483146067,0.14731221481809342
O=C(NC[C](c1cccs1)C1CCN=NS1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.16104061605771,49,0.6296296296296297,0.14688765542498672
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1-c1ncc4cc1-4)CCC(=O)N3CCC2,-21.16322242444416,26,0.6635514018691588,0.14470584703853717
C=C(CC)N(C)c1csc(C(O)CNC(=O)C(=O)Nc2cc3c4c(c2)CCC(=O)N4CCC3)c1,-21.165432069568023,76,0.6826923076923077,0.1424962019146747
O=C(NCC(OC1CCCO1)c1cccs1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.167796841709418,52,0.7254901960784313,0.1401314297732803
O=C[C](CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-21.175817723681934,25,0.7157894736842105,0.1321105478007638
O=C(NC[C](O)CC1=CC=CC1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.188994357619773,69,0.6138613861386139,0.11893391386292507
CC(=O)CCNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.19087134032454,122,0.6129032258064516,0.11705693115815663
CCC(=O)SCc1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2,-21.191069200795145,114,0.6448598130841121,0.11685907068755341
C=C1CCCC(=Nc2ccsc2C(O)CNC(=O)C(=O)Nc2cc3c4c(c2)CCC(=O)N4CCC3)O1,-21.201238084527848,146,0.6339285714285714,0.10669018695485022
CC1CC2CC2C1COC(CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-21.20529255348897,72,0.6727272727272727,0.10263571799372784
Cc1cc(N(C(=O)C(=O)NCC(O)c2cccs2)c2cc3c4c(c2)CCC(=O)N4CCC3)nc(C)n1,-21.208842403645594,125,0.625,0.09908586783710405
C=C(C)C(=C)C1CCc2cc(NC(=O)C(=O)NCC(O)c3cccs3)cc3c2N1C(=O)CC3,-21.213170348339293,75,0.6862745098039216,0.09475792314340481
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1-c1ccc[nH]1)CCC(=O)N3CCC2,-21.220307237046185,8,0.6666666666666666,0.0876210344365127
O=C(NCC(OC1=CO1)c1cccs1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.222738289316695,31,0.7789473684210526,0.08518998216600338
CC(=O)N[C](CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-21.224365912908027,157,0.68,0.08356235857467098
N=NN[C](CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-21.237262690550597,93,0.6938775510204082,0.07066558093210062
O=C(Nc1cc2c3c(c1)CCC(=O)N3CCC2)C(=O)N(CC(O)c1cccs1)Oc1ccco1,-21.239741349588563,100,0.6635514018691588,0.06818692189413511
CC1=C(c2ccsc2C(O)CNC(=O)C(=O)Nc2cc3c4c(c2)CCC(=O)N4CCC3)OCC1,-21.250994817891737,33,0.6698113207547169,0.056933453590961136
C=C(C)Nc1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2,-21.256698706473475,297,0.6831683168316832,0.05122956500922271
CC1CCC(C2CC(=O)N3CCCc4cc(NC(=O)C(=O)NCC(O)c5cccs5)cc2c43)=CSC1=O,-21.262836698051913,128,0.6371681415929203,0.04509157343078485
O=NOC(CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-21.265240723565704,52,0.8043478260869565,0.04268754791699436
CC1=CN(C2CC(=O)N3CCCc4cc(NC(=O)C(=O)NCC(O)c5cccs5)cc2c43)CCC1,-21.268595501687635,193,0.6666666666666666,0.03933276979506317
C=C(C(C)=N)N(CC(O)c1cccs1)C(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.269372907562243,181,0.7029702970297029,0.03855536392045522
CC(C)=NCc1csc(C(O)CNC(=O)C(=O)Nc2cc3c4c(c2)CCC(=O)N4CCC3)c1,-21.2730676817173,163,0.696078431372549,0.03486058976539752
C=C(OCN(C(=O)C(=O)NCC(O)c1cccs1)c1cc2c3c(c1)CCC(=O)N3CCC2)C1CC1,-21.27863762144604,80,0.6422018348623854,0.029290650036656984
CCC1C(C)=C1CNc1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2,-21.283329931071236,598,0.6106194690265486,0.024598340411461805
C=C1CCCN1c1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2,-21.28500915277066,497,0.6388888888888888,0.02291911871203922
O=C(Nc1cc2c3c(c1)CCC(=O)N3CCC2)C(=O)N(C=C1CCCO1)CC(O)c1cccs1,-21.286200263792633,100,0.6635514018691588,0.021728007690065
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1C1=CC1)CCCN3C(=O)CC2,-21.29130926493787,432,0.7142857142857143,0.016619006544829062
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1)C(C1=CC=CC1)CCN3C(=O)CC2,-21.292681311756233,40,0.6826923076923077,0.015246959726464837
C=C1CCCN1c1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCC(=O)N3CCC2,-21.293256751171597,74,0.6388888888888888,0.01467152031110075
C=Cc1ccsc1C(O)CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.295508110314014,33,0.7553191489361702,0.012420161168684274
C=C1C(c2c(NC(=O)C(=O)NCC(O)c3cccs3)cc3c4c2CCCN4C(=O)CC3)=CN=C1C,-21.3000021243643,394,0.6422018348623854,0.007926147118396898
C=C1NC=CN1[C](CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-21.302241500465524,137,0.6355140186915887,0.005686771017174408
C=Cc1csc(C(O)CNC(=O)C(=O)Nc2cc3c4c(c2)CCC(=O)N4CCC3)c1,-21.32151218203407,17,0.7553191489361702,-0.013583910551371758
CCOc1csc(C(O)CNC(=O)C(=O)Nc2cc3c4c(c2)CCC(=O)N4CCC3)c1,-21.32250970655978,17,0.7319587628865979,-0.014581435077083427
CC(C)=NCc1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2,-21.329222202171724,495,0.6634615384615384,-0.021293930689026297
CC(C)=NCc1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCC(=O)N3CCC2,-21.33782453598776,97,0.6634615384615384,-0.02989626450506222
CC(=NS)Sc1ccsc1C(O)CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.33986346158923,123,0.696078431372549,-0.03193519010653034
O=C(NCC(Oc1ncns1)c1cccs1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.34294208889349,4,0.7254901960784313,-0.03501381741079257
CC(C)CON(C(=O)C(=O)NCC(O)c1cccs1)c1cc2c3c(c1)CCC(=O)N3CCC2,-21.360592465915563,148,0.6796116504854369,-0.05266419443286452
C=Cc1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2,-21.365968864995732,232,0.71875,-0.058040593513034366
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1C=C1CCCO1)CCCN3C(=O)CC2,-21.36888767415592,496,0.6330275229357798,-0.060959402673223195
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1C=C1CCCO1)CCCN3C(=O)CC2,-21.36888767415592,597,0.6330275229357798,-0.060959402673223195
CCC(C)=NCC(O)(CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-21.36896004242501,129,0.6448598130841121,-0.061031770942310715
O=C(Nc1cc2c3c(c1)CCC(=O)N3CCC2)C(=O)N(CC(O)c1cccs1)C1=C2C=C2C=CC=N1,-21.37015770239513,77,0.6283185840707964,-0.06222943091243138
CC1CCCN1c1ccsc1C(O)CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.37323528775636,185,0.6698113207547169,-0.06530701627366042
C=C(O)CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.373968737477593,133,0.651685393258427,-0.06604046599489521
N=NSc1ccc(C(O)CNC(=O)C(=O)Nc2cc3c4c(c2)CCC(=O)N4CCC3)s1,-21.39451962569169,96,0.7319587628865979,-0.08659135420899133
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1)CC(C=C1CCCS1)C(=O)N3CCC2,-21.399425486402766,151,0.6952380952380952,-0.0914972149200679
O=C(NCC(O)c1cccs1)C(=O)N(c1cc2c3c(c1)CCC(=O)N3CCC2)N1CCCCC1,-21.418154949939982,38,0.6481481481481481,-0.11022667845728407
O=C(NCC(O)c1cccs1)C(=O)Nc1cc2c3c(c1)C(C1=CCCC4C=C14)CCN3C(=O)CC2,-21.421029026234162,40,0.6454545454545455,-0.1131007547514642
C[PH](N)(=O)[C](CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-21.42417317816132,113,0.6868686868686869,-0.1162449066786202
CC1=C(c2c(NC(=O)C(=O)NCC(O)c3cccs3)cc3c4c2CCCN4C(=O)CC3)O1,-21.429752112989068,496,0.6831683168316832,-0.12182384150636949
C=C(C)OC1CCN2C(=O)CCc3cc(NC(=O)C(=O)NCC(O)c4cccs4)cc1c32,-21.431378590727178,124,0.7,-0.1234503192444798
C=C(C)OC1CCN2C(=O)CCc3cc(NC(=O)C(=O)NCC(O)c4cccs4)cc1c32,-21.431378590727178,124,0.7,-0.1234503192444798
CC(=O)c1csc(C(O)CNC(=O)C(=O)Nc2cc3c4c(c2)CCC(=O)N4CCC3)c1,-21.431622456798472,56,0.7395833333333334,-0.12369418531577381
CC(=O)SCNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.43319650077354,167,0.6129032258064516,-0.12526822929084247
C=C(O)N(CC(O)c1cccs1)C(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.442738283825157,15,0.7395833333333334,-0.13481001234245937
CC1CCCN1c1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2,-21.445833334146034,264,0.6388888888888888,-0.1379050626633358
CC1CCCN1c1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2,-21.445833334146034,71,0.6388888888888888,-0.1379050626633358
CC(=O)c1ccsc1C(O)CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.468208183010816,20,0.7395833333333334,-0.16027991152811794
C=C1C=C(c2c(NC(=O)C(=O)NCC(O)c3cccs3)cc3c4c2CCCN4C(=O)CC3)O1,-21.473034240062113,295,0.6796116504854369,-0.1651059685794145
C=C1CCCN1C1CCN2C(=O)CCc3cc(NC(=O)C(=O)NCC(O)c4cccs4)cc1c32,-21.476734575896405,147,0.7184466019417476,-0.1688063044137067
C=C(Nc1c(NC(=O)C(=O)NCC(O)c2cccs2)cc2c3c1CCCN3C(=O)CC2)C(C)=N,-21.48010081273897,596,0.6509433962264151,-0.17217254125627335
C=C1C=CN=C1N(CC(O)c1cccs1)C(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-21.481402793051913,32,0.6698113207547169,-0.17347452156921506
N=Nc1ccc(C(O)CNC(=O)C(=O)Nc2cc3c4c(c2)CCC(=O)N4CCC3)s1,-21.485047346423986,3,0.7553191489361702,-0.1771190749412881
N=C1CC=CN1OC(CNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1cccs1,-21.485757975173094,177,0.7115384615384616,-0.17782970369039575
CC1=C(C2CC(=O)N3CCCc4cc(NC(=O)C(=O)NCC(O)c5cccs5)cc2c43)CC=N1,-21.488363700606715,193,0.6698113207547169,-0.18043542912401733
