SMILES,Reward,Step,Sim,Imp
CCC[NH2+][C@H](C[C@@H]1CCCCCCC1C1C2CCCCC21)c1ccoc1,-6.606879130279641,163,0.6265060240963856,2.7466464401188464
CCC[NH2+][C@H](C[C@@H]1CCCCCCC1N1CCCCC1C)c1ccoc1,-6.910937379289171,164,0.6341463414634146,2.4425881911093157
CCC[NH2+][C@H](C[C@@H]1CCCCCCC1C1=C2CCC3CC3C21)c1ccoc1,-7.229101607689749,73,0.6046511627906976,2.124423962708738
CCC[NH2+][C@H](C[C@@H]1CCCCCCC1C1=C2CCC3CC3C21)c1ccoc1,-7.229101607689749,181,0.6046511627906976,2.124423962708738
C=C(O)C1CCCCCC[C@H]1C[C@@H]([NH2+]CCC)c1ccoc1,-7.431395685365787,132,0.7536231884057971,1.9221298850326995
CCC[NH2+][C@H](C[C@@H]1CCCCCCC1C1=PS1)c1ccoc1,-7.53305301419369,198,0.7428571428571429,1.8204725562047974
CCC[NH2+][C@H](C[C@@H]1CCCCCCC1c1ccc[nH]c1=N)c1ccoc1,-7.642345112907894,28,0.6341463414634146,1.7111804574905927
CCC[NH2+][C@H](C[C@@H]1CCCCCCC1C=C1CCOC1=O)c1ccoc1,-7.727136095091727,164,0.6341463414634146,1.6263894753067598
CCC[NH2+][C@H](C[C@@H]1CCCCCCC1CN=N)c1ccoc1,-7.7273793075988015,99,0.7428571428571429,1.6261462627996854
CCC[NH2+][C@H](C[C@@H]1CCCCCCC1CN=N)c1ccoc1,-7.7273793075988015,197,0.7428571428571429,1.6261462627996854
CC1=CCCCC1=CCCC[NH2+][C@H](C[C@@H]1CCCCCC[C@@H]1[NH3+])c1ccoc1,-7.750729888022877,79,0.627906976744186,1.6027956823756098
CCC[NH2+][C@H](C[C@@H]1CCCCCCC1C=C1OCCC1=O)c1ccoc1,-7.829369869682721,195,0.6341463414634146,1.5241557007157658
CCC[NH2+][C@H](C[C@@H]1CCCCCCC1NC(=O)O)c1ccoc1,-7.8956818018982355,195,0.7222222222222222,1.4578437685002514
CCC[NH2+][C@H](C[C@@H]1CCCCCCC1N=N)c1ccoc1,-7.926963484854871,53,0.7761194029850746,1.4265620855436163
CCC[NH2+][C@H](C[C@@H]1CCCCCCC1N=N)c1ccoc1,-7.926963484854871,127,0.7761194029850746,1.4265620855436163
