SMILES,Reward,Step,Sim,Imp
C=CC1=C(ON2C(=O)N3C[C@H]2CC[C@H]3C(=O)NC2CC[NH2+]CC2)C1,-4.992197657450662,120,0.6419753086419753,4.765132115829509
O=C(NC1CC[NH2+]CC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OC1=CC1,-5.17789740466405,55,0.6933333333333334,4.579432368616121
O=C(NC1CC[NH2+]CC1)[C@@H]1CC[C@@H]2CN1C(=O)N2C(=O)S,-5.235693566571724,122,0.6621621621621622,4.521636206708447
C=CON1C(=O)N2C[C@H]1CC[C@H]2C(=O)NC1CC[NH2+]CC1,-5.252094451057511,20,0.7222222222222222,4.50523532222266
O=C(NC1CC[NH2+]CC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OC1=C2CCC1C2,-5.265903701506312,21,0.611764705882353,4.4914260717738586
CC(=O)N1C(=O)N2C[C@H]1CC[C@H]2C(=O)NC1CC[NH2+]CC1,-5.275749910354959,20,0.6621621621621622,4.481579862925212
CC(=O)C=CC1C=C1ON1C(=O)N2C[C@H]1CC[C@H]2C(=O)NC1CC[NH2+]CC1,-5.27913339620785,172,0.6022727272727273,4.4781963770723205
Cc1c(CON2C(=O)N3C[C@H]2CC[C@H]3C(=O)NC2CC[NH2+]CC2)c1=O,-5.306037675432389,97,0.654320987654321,4.451292097847782
NC(=O)SC1=C(ON2C(=O)N3C[C@H]2CC[C@H]3C(=O)NC2CC[NH2+]CC2)C1,-5.346306626563333,188,0.6235294117647059,4.411023146716838
CC(=N)ON1C(=O)N2C[C@H]1CC[C@H]2C(=O)NC1CC[NH2+]CC1,-5.346968811584581,54,0.7027027027027027,4.41036096169559
O=NC1=C(ON2C(=O)N3C[C@H]2CC[C@H]3C(=O)NC2CC[NH2+]CC2)C1,-5.375989832512543,117,0.6625,4.381339940767628
O=NC1=C(ON2C(=O)N3C[C@H]2CC[C@H]3C(=O)NC2CC[NH2+]CC2)C1,-5.375989832512543,139,0.6625,4.381339940767628
O=NCC1=C(ON2C(=O)N3C[C@H]2CC[C@H]3C(=O)NC2CC[NH2+]CC2)C1,-5.396115005394535,163,0.6385542168674698,4.361214767885636
O=C(NC1CC[NH2+]CC1)[C@@H]1CC[C@@H]2CN1C(=O)N2C=S,-5.516092863169357,16,0.6575342465753424,4.241236910110814
O=NN1C(=O)N2C[C@H]1CC[C@H]2C(=O)NC1CC[NH2+]CC1,-5.52034921143763,39,0.6805555555555556,4.236980561842541
CC(=O)NC1=C(ON2C(=O)N3C[C@H]2CC[C@H]3C(=O)NC2CC[NH2+]CC2)C1,-5.57337673955611,188,0.6235294117647059,4.183953033724061
O=C(O)CC1C=C1ON1C(=O)N2C[C@H]1CC[C@H]2C(=O)NC1CC[NH2+]CC1,-5.578482069896733,172,0.6235294117647059,4.178847703383438
CC(=O)C1C=C1ON1C(=O)N2C[C@H]1CC[C@H]2C(=O)NC1CC[NH2+]CC1,-5.5820958742667806,166,0.6463414634146342,4.17523389901339
N=NCON1C(=O)N2C[C@H]1CC[C@H]2C(=O)NC1CC[NH2+]CC1,-5.623794747168855,145,0.6933333333333334,4.133535026111316
N=NCON1C(=O)N2C[C@H]1CC[C@H]2C(=O)NC1CC[NH2+]CC1,-5.623794747168855,73,0.6933333333333334,4.133535026111316
N=NON1C(=O)N2C[C@H]1CC[C@H]2C(=O)NC1CC[NH2+]CC1,-5.6317484580083,113,0.7222222222222222,4.125581315271871
N=NON1C(=O)N2C[C@H]1CC[C@H]2C(=O)NC1CC[NH2+]CC1,-5.6317484580083,5,0.7222222222222222,4.125581315271871
