SMILES,PLogP,QED,SA
O=C1COCC(=O)OCCOCCSCCOCCO1,-2.2124688101970897,0.5725687826477572,3.602818070554827
CN1CC[NH+](C)CCN(C)CC[NH+](C)CCN(C)CC[NH+](C)CC1,-2.071590034942977,0.4114199993077675,5.528728507269265
C1CSCCSCCCSCCSC1,-1.9497041178438423,0.6562979049560196,3.362086256682053
C[NH+]1CCOCCOCCOCC1,-1.943264655446718,0.5078321069187354,4.503656586110371
N#Cc1ccc2c(c1)OCCOCCOCCOc1ccc(C#N)cc1OCCOCCOCCO2,-1.7365817936044352,0.5358303573684859,3.0037305940150016
Nc1cc2c3c(c1)CCC[NH+]3CCC2,-1.684387816137724,0.577574146553364,4.330472705767184
c1ccc2c(c1)OCC[NH2+]CCOc1ccccc1OCCOCCO2,-1.6445007229946755,0.771391663557913,3.3039315444966117
c1ccc2c(c1)NCCCCCNc1ccccc1OCC[NH2+]CCO2,-1.626518965418587,0.6792927256978659,3.6231526787262136
c1ccc2c(c1)OCC[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CCO2,-1.5777510524160319,0.5162676173217349,5.265092033915768
O=C(CCc1ccccc1)N1CCOCCOCC[NH2+]CCOCCOCC1,-1.5675701158087734,0.7854211425410531,3.433800328278964
CC(=O)N1CCOCCOCCOCC1,-1.4671180529892154,0.5682097567130799,2.565092003676764
C[C@@H]1CCc2cccc3c2N1CCC3,-1.444898344006606,0.6033976898674308,2.7540114239660944
CC[NH+](C)[C@@H]1CCCCCCCCCC[C@@H]1[NH3+],-1.4122857828061917,0.7339475300769791,5.1150902176755535
O=Cc1ccc(N2CCOCCOCCOCCOCC2)cc1,-1.3760237910430697,0.7667058339744408,2.723384472852469
Cc1nc2c3c(cccc3n1)C=CC2=O,-1.3663760473355138,0.6479445305315521,2.612726320950607
c1ccc(COC[C@H]2COCCOCCOCCOCCO2)cc1,-1.3363932068832358,0.8310279272472362,3.2419389458287355
CCc1ccc2c(c1)OCCOCCOc1ccc(C(C)=O)cc1OCCOCCO2,-1.3106676521018157,0.6726825188488681,2.8206483129832947
C/C1=C/CC[C@]2(C)O[C@@H]2CC/C(C)=C\CC1,-1.2964501388493892,0.4354721344031184,4.122524052802608
O=C1CCC(=O)OCCCCO1,-1.2495344759731273,0.5031791836489904,2.9835025508792317
C[C@@H](O)c1cc2cccc3c2n(c1=O)CCC3,-1.2344045972050903,0.8123110893983483,2.9352533066060698
C1CSCCSCCS1,-1.2257581245718212,0.5607977363712686,3.497162926377724
COc1c(C=O)cc2c3c1CCCN3CCC2,-1.1991150296005462,0.7307836172184213,2.554626393457511
O=C([O-])c1oc2cccc3c2c1CCC3,-1.1977945283546578,0.6980237716881404,2.917827930968498
O=C([O-])c1ccc2c(c1)OCCOCCOCCO2,-1.1907765433115485,0.7042294225047139,3.054740825632688
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@]31CC[NH+](C)C2,-1.1907026742488196,0.7368032866436378,5.374818235816785
N/C(=N\O)c1cc2cccc3c2n(c1=O)CCC3,-1.177347423621618,0.33970721457921504,2.5509231182996075
N#CCC[C@@H]1CCCCCCCCCCC1=O,-1.1512630502591041,0.7118496250665506,3.145502237023072
N#Cc1ccc2c3c(cccc13)CC2,-1.1433318854516927,0.6096699055437017,2.1701620115833204
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)[NH+](CC2CC2)CC[C@]314,-1.1303778207946606,0.8237750870922889,6.102943970775539
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OCCOCCOCCOCCO2,-1.1189752530649242,0.6779669628442422,3.1052419558343027
C[NH+](C)CCC[NH2+]Cc1cc2cccc3c2n(c1=O)CCC3,-1.0996491163704771,0.6972591267676047,4.181855225318624
C[C@@H]1[C@@H](O)c2cccc3c2[C@@H]1CCC3(C)C,-1.0879915242097702,0.7031467929181129,3.753389232571665
C[C@@H]1CCC[C@H](O)CCC/C=C/c2cc(OS(=O)(=O)[O-])cc(O)c2C(=O)O1,-1.0853154900499544,0.44014306296691336,4.333398587109345
CC(=O)Nc1cc2ccc1CCc1ccc(cc1)CC2,-1.0679712608092715,0.8393784005460636,4.1352876786805615
N#CCC(=O)NC1CCCCCCCCCCC1,-1.067346882507226,0.8122498739879253,2.4390007454319846
COc1ccc2c3c1O[C@H]1[C@@H](O)CC=C[C@@]31CC[N+](C)(C)C2,-1.0584532793216723,0.6368359786219501,4.849717929746322
CN1CCO[C@H](C[NH2+]C2CCCCCCCCCCC2)C1,-1.0474851611378169,0.8672307372815296,4.10022221884657
Cc1cc2c3c(c1)CCc1cc(C)cc(c1-3)CC2,-1.0417171763331534,0.6415719115307226,2.33228097543042
C[C@@H]1CCC[C@@H]2O[C@H]2C(=O)c2c(O)cc(O)cc2CC(=O)O1,-1.0408293712779133,0.5592772517172182,4.3586535031100295
C[C@H]1Cc2cccc3c2N1C(=O)C3=O,-1.0339446161492802,0.5713996821474512,2.8492712305759937
Clc1ccc(/C=N\c2ccc3c(c2)OCCOCCOCCOCCO3)c(Cl)c1,-1.028522379687593,0.6410729999129268,3.052895956241489
CC(=O)c1ccc2c3c(ccc(N)c13)CC2,-1.020840167079761,0.5818389605959637,2.392065398425256
CC(=O)c1c(N=[N+]=[N-])c2cccc3c2n(c1=O)CCC3,-1.0136755153773935,0.36233562963074456,2.9763781580288
CC(=O)n1cc2c3c(cccc31)C(=O)C[C@@H]2C(=O)[O-],-1.0102334418557628,0.7526865346130599,3.613409410893581
CN([C@@H]1CCSC1)C1(C[NH3+])CCCCCCCCCCC1,-1.0046480901829955,0.8608640854021411,4.02183589089636
O=C1N[C@H]2C[C@@](O)(N1)[C@@H]1OC[C@H]2O1,-0.998111782916782,0.4299589337200033,5.882413233949735
COc1cc(OC[C@@H]2CO2)cc2c1C(=O)O[C@@H](C)CCCC(=O)CCC/C=C/2,-0.9958371012089879,0.5742162317315449,3.992246958533686
O=C(NCCO)c1ccc2c(c1)OCCOCCOCCO2,-0.9929100142438068,0.8299824589380732,2.612374024259962
O=[N+]([O-])C12CN3CCN(C[NH+](C3)C1)C2,-0.990800817900337,0.3729243338789777,6.0159602070804725
CC(=O)Nc1ccc2c(c1)OCCOCCOc1ccc(NC(C)=O)cc1OCCO2,-0.9875728458874607,0.7549327683479747,2.7121753138475992
O=C([O-])c1ccccc1C(=O)N1CCOCCOCCOCC1,-0.9858700548148536,0.7331034682955537,2.9229910956414438
c1cc2c3c(cccc3c1)-c1nccnc1-2,-0.9774526038033666,0.4390026254342808,2.1353773215021783
COC(=O)c1cc2c(C(=O)OC)cc1CSCc1cccc(n1)CSC2,-0.9746633852696148,0.7232033461648344,4.717967743101915
Br[C@H]1CC[NH2+]C1,-0.9729017747178784,0.4582080771039566,6.467389275314118
C[C@@H]1O[C@]12C[C@@H](C)[C@@](C)(O)C(=O)OC/C1=C/CN(C)CC[C@@H](OC2=O)C1=O,-0.9718345020942926,0.4692678980536072,6.280540187665932
O=[N+]([O-])c1ccc2c3c1[C@H]1C=CC[C@@H]1CN3C[C@@H]1CC=C[C@@H]21,-0.9718305599322082,0.4500353359848972,4.279930382421245
O=C1c2ccccc2C2=c3c1cccc3=[NH+]C(=O)[C@@H]2[NH2+]C1CCCCC1,-0.9554823271364876,0.7277834374735804,4.369025880221076
CCOC(=O)c1c([O-])n2c3c(cccc3c1=O)CC2,-0.954617982147472,0.747147933809613,2.782958667762543
C[N+]1(C)CCc2cc3c(c4c2[C@@H]1Cc1ccccc1-4)OCO3,-0.9409663979619399,0.694054631361795,3.4607062357984235
CC(=O)C[NH+]1CCn2c3c(c4cc(C)ccc42)CCC[C@H]31,-0.9242877224883927,0.8938173881702978,4.428476896197855
C[NH+](C)CCCNS(=O)(=O)c1cc2c3c(cccc3c1)C(=O)NC2=O,-0.9233083799161832,0.4783947956838987,3.2515422060763086
NC(=O)NN=C1CCCCCCC[C@@H]2C[C@H]12,-0.9190460125427375,0.6584072869799696,3.7557053905952484
Cc1ccc2c(c1)c1c3n2CC[NH+](CCC#N)[C@@H]3CCC1,-0.9190064431376216,0.8980798261624194,4.5247131509267335
