Unnamed: 0,SMILES,Reward,Sim,Step,Imp,SA
0,COc1c(Cl)cccc1OC(CC(N)=O)c1ccccc1,0.8900063952880612,0.2,1314,0.2400091974410442,2.509436912994291
1,COc1c(Cl)cccc1OCCC(=O)Nc1cn(C)c(C)n1,0.8874343627877392,0.21904761904761905,1398,0.2374371649407222,2.305462070932027
2,COc1c(Cl)cccc1OCCC(=O)NC(C)=O,0.8865644142315124,0.24731182795698925,1315,0.2365672163844954,2.0189887383937997
3,COc1c(Cl)cccc1OCC(C(N)=O)c1ccnc(C)n1,0.8799061595745455,0.2075471698113208,1397,0.2299089617275285,3.01567283415908
4,COc1c(Cl)cccc1OCCC(=O)NC1=C(C)C(C)=N1,0.8786841249200076,0.2254901960784313,1398,0.2286869270729905,2.5898839387345554
5,COc1cc(C=C(C#N)c2c[nH]cn2)cc(Cl)c1OC,0.8778127382557592,0.4302325581395349,714,0.2278155404087422,2.8333399712156133
6,COc1c(Cl)cc(C=CC#N)c(N=c2nc[nH]s2)c1OC,0.8771703717027053,0.2475247524752475,782,0.22717317385568825,3.9522678707581154
7,C=C1CCCN1c1cc(Cl)c(OC)c(OCCC(N)=O)c1,0.8771397539690543,0.28865979381443296,1365,0.2271425561220373,2.6167860607504707
8,COc1c(Cl)cccc1OCC(C(N)=O)C1CCC(C)=N1,0.8767258430888298,0.26262626262626265,1343,0.2267286452418128,3.6470170818742487
9,COc1c(Cl)ccc(N2C=CC=CC2)c1OCCC(N)=O,0.8766523047140756,0.18867924528301888,1302,0.2266551068670586,2.949017805569067
10,COc1c(Cl)cc(N2CCCC2C)cc1OCCC(N)=O,0.8765967126367303,0.3297872340425532,1323,0.2265995147897133,2.7498700335265944
11,COc1c(Cl)cccc1OCC(C(N)=O)C1CCCS1,0.8765078697618165,0.26804123711340205,1319,0.22651067191479946,3.570941653574706
12,COc1c(Cl)cccc1OCCC(=O)NC1=CC2=NC2C=C1,0.8764291191294061,0.21495327102803732,1310,0.2264319212823891,3.2827407138204023
13,COc1c(OCCC(N)=O)ccc(N=C2CC=CO2)c1Cl,0.8749616489196071,0.18867924528301888,1353,0.22496445107259,3.2882063322965767
14,COc1c(Cl)cc(N2CCC3CC32)cc1OCCC(N)=O,0.8746007620953916,0.29896907216494845,1303,0.22460356424837452,3.211406035702419
15,C=C1N=CCCC1C(CC(N)=O)Oc1cccc(Cl)c1OC,0.8745991658645601,0.2427184466019417,1320,0.22460196801754306,3.932761866243742
16,COc1c(Cl)cccc1OCC(C(N)=O)N1CCC=C1C,0.8745097809041423,0.2376237623762376,1325,0.2245125830571253,3.347152526895295
17,COc1c(Cl)cc(N=C2C=CC=N2)cc1OCCC(N)=O,0.87431369051357,0.2352941176470588,1344,0.22431649266655296,3.0236720428572017
18,C=C1OC=CN1NC(=O)CCOc1cccc(Cl)c1OC,0.874162349364778,0.21153846153846154,1390,0.22416515151776087,3.1177507912274756
19,COc1c(Cl)cccc1OCCC(=O)NC=C1C=CC=CO1,0.8740180788427284,0.21495327102803732,1390,0.22402088099571132,3.1332332472966478
20,C=C1OCC(NC(=O)CCOc2cccc(Cl)c2OC)C1C,0.8734828616508422,0.2549019607843137,1356,0.2234856638038252,3.4333923832677034
21,COc1c(OCCC(N)=O)ccc(C=C(C)C)c1Cl,0.8727578181749049,0.24210526315789474,1347,0.2227606203278879,2.4429855951082278
22,COc1c(Cl)cc(C=C(C)C)cc1OCCC(N)=O,0.8727578181749049,0.37209302325581395,1323,0.2227606203278879,2.309448943524517
23,COc1c(Cl)cc(C=C2CCOC2C)cc1OCCC(N)=O,0.8726943648006218,0.3333333333333333,1323,0.22269716695360475,3.21153235496614
24,COc1c(Cl)cc(C=C2C=NN=C2)cc1OCCC(N)=O,0.8723514861764543,0.2857142857142857,1316,0.22235428832943727,3.0036983792326915
25,COc1c(Cl)ccc(C2C=NC(C)O2)c1OCCC(N)=O,0.8715062254042923,0.20192307692307693,1391,0.2215090275572753,3.9522555434127096
26,C=C1SCCC1c1ccc(OCCC(N)=O)c(OC)c1Cl,0.8701306734662626,0.2254901960784313,1368,0.2201334756192456,3.425053853155241
27,COc1c(Cl)ccc(C2=C3C(C)=NOC32)c1OCCC(N)=O,0.8694469596727327,0.19626168224299065,1354,0.21944976182571568,3.644090740842559
28,COc1cc(C=C(C#N)C2=CNC=NC2)cc(Cl)c1OC,0.8686003170928193,0.4318181818181818,714,0.21860311924580225,3.199844402700749
