Unnamed: 0,SMILES,Reward,Sim,Step,Imp,SA
0,CC[NH+]1CCCC(C(C)(C)C)CC1C1(C)COCC(n2cco2)O1,0.9198431677402976,0.2551020408163265,1422,0.2628534845285502,5.765090479346393
1,CC(C)(CN=c1nncco1)C1CCCNCC1C1CCCCC1,0.9195209616011928,0.17592592592592593,1549,0.2625312783894457,4.285176519316145
2,CC(C)(C)C1CCCNCC1C1CCCCC1Cc1ncc2nc1-2,0.903714316826416,0.21153846153846154,1573,0.2467246336146685,4.162578562502098
3,Cn1cncc1CC(C)(C)C1CCCNCC1C1CCCCC1,0.9023683876571604,0.1941747572815534,1516,0.245378704445413,3.7105775941940653
4,CC(C)(C)C1CCCNCC1C1CCC(c2cnncn2)CC1,0.9012259552630818,0.21782178217821785,1503,0.2442362720513345,3.8097328389493113
5,CC[NH+]1CC(c2ccncc2)CC(C(C)(C)C)CC1C1(C)COCCO1,0.89913574676257,0.18181818181818185,1433,0.2421460635508227,5.005671789784111
6,CC[NH+]1C(c2cncnc2)CCC(C(C)(C)C)CC1C1(C)COCCO1,0.8972465886780396,0.2037037037037037,1401,0.2402569054662923,5.107285488414249
7,Cc1ncnn1C1CCNCC(C2CCCCC2)C1C(C)(C)C,0.8966516878790342,0.2079207920792079,1589,0.2396620046672868,3.974502127830302
8,Cn1ccoc1=NC1CCCCC1C1CNCCCC1C(C)(C)C,0.8956848564814082,0.20192307692307693,1573,0.2386951732696609,4.604219552075184
9,CC[NH+]1CCCC(c2ccccc2)(C(C)(C)C)CC1C1(C)COCCO1,0.8942561327101446,0.17117117117117114,1411,0.2372664494983973,4.9149181993662205
10,CC[NH+]1CCCC(c2cncnc2)(C(C)(C)C)CC1C1(C)COCCO1,0.8937719158847296,0.17117117117117114,1437,0.23678223267298226,5.285888905372542
11,CC[NH+]1CC(n2cnnc2)CC(C(C)(C)C)CC1C1(C)COCCO1,0.8932650035773906,0.18691588785046728,1423,0.23627532036564325,5.378734945499049
12,CC[NH+]1CC(c2nc(C)n3c2C3)CC(C(C)(C)C)CC1C1(C)COCCO1,0.8925974710471628,0.1891891891891892,1462,0.2356077878354155,5.495113846984604
13,CC[NH+]1CCCC(C(C)(C)C)CC1(c1ccccc1)C1(C)COCCO1,0.8922775686022261,0.2380952380952381,1405,0.2352878853904788,4.813331055003733
14,CC(C)(CN=c1ncn2cc1-2)C1CCCNCC1,0.8915719115661851,0.18478260869565216,642,0.23458222835443765,4.0052803312308
