Unnamed: 0,SMILES,Reward,Sim,Step,Imp,SA
0,CC1C(=O)N(C2=CS2)CC[NH+]1Cc1c(F)cccc1C1=CC1,0.9154278206834576,0.23214285714285715,1703,0.22763072779959195,4.91623601504576
1,CC1C(=O)N(C2=CS2)CC[NH+]1Cc1ccc(C2=CC2)cc1F,0.9154278206834576,0.22123893805309736,1732,0.2276307277995918,4.87112706170402
2,CC1C(=O)N(C2=CS2)CC[NH+]1Cc1cccc(-c2ccncc2)c1F,0.9111747613797389,0.2333333333333333,1727,0.22337766849587304,4.44842822808534
3,CC1C(=O)N(C2=CS2)CC[NH+]1Cc1cc(-c2ccncc2)ccc1F,0.9111747613797389,0.1935483870967742,1704,0.22337766849587304,4.403211760046338
4,CC1CCOC1=CN1CC[NH+](Cc2cccc(F)c2F)C(C)C1=O,0.9065240337667544,0.3584905660377358,1837,0.2187269408828887,5.024962252372937
5,CCC(c1cccc(F)c1F)[NH+]1CCN(N2C=C2)C(=O)C1C,0.906043667207742,0.24545454545454545,1415,0.2182465743238764,4.968461806717782
6,C=C1CCCCN1N1CC[NH+](Cc2cccc(F)c2F)C(C)C1=O,0.9059209747980036,0.38461538461538464,834,0.218123881914138,4.591515735324017
7,CC1C(=O)N(C2=C(n3ccnc3)S2)CC[NH+]1Cc1ccccc1F,0.9045806835343668,0.22689075630252106,1721,0.21678359065050126,4.60258798611022
8,CC1C(=O)N(C2=C(n3ccnc3)S2)CC[NH+]1Cc1ccccc1F,0.9045806835343668,0.22689075630252106,1721,0.21678359065050126,4.60258798611022
9,C=C1CCC1=CN1CC[NH+](Cc2cccc(F)c2F)C(C)C1=O,0.9029899570524454,0.3428571428571429,885,0.21519286416857966,4.804517760277981
10,C=C1CCCN1N1CC[NH+](Cc2cccc(F)c2F)C(C)C1=O,0.902728786709797,0.36893203883495146,885,0.21493169382593125,4.670380981431828
11,Cc1ccn(C(c2ccccc2F)[NH+]2CCN(C3=CS3)C(=O)C2C)n1,0.9005491390953989,0.16666666666666666,1784,0.2127520462115332,4.822388806586789
12,CC(C)=CN1CC[NH+](Cc2cccc(F)c2F)C(C)C1=O,0.8980033454631887,0.35353535353535354,1837,0.21020625257932304,4.600634993363848
13,CC1C(=O)N(N2C=C2C2=CC2)CC[NH+]1Cc1cccc(F)c1F,0.8963182845957781,0.330188679245283,1406,0.2085211917119124,4.8819329045087505
14,CC1C(=O)N(N2C=C2)CC[NH+]1C(c1ccncc1)c1cccc(F)c1F,0.8959788505892089,0.20967741935483872,1415,0.2081817577053432,4.743597064389839
15,C=C1C=COC(=C)N1N1CC[NH+](Cc2cccc(F)c2F)C(C)C1=O,0.8954868748728371,0.3035714285714285,1855,0.20768978198897128,5.126238525320256
16,CC1C(=O)N(C2=CS2)CC[NH+]1Cc1cccc(-c2ncsn2)c1F,0.8946407626980148,0.2393162393162393,1727,0.20684366981414914,5.05245182636204
17,CC1=C(C2=CN2N2CC[NH+](Cc3cccc(F)c3F)C(C)C2=O)S1,0.8946142868282511,0.3119266055045872,1431,0.20681719394438525,4.9286258699654955
18,C=C1C=CC(c2ccc(C[NH+]3CCN(C4=CS4)C(=O)C3C)c(F)c2)O1,0.8943204476057306,0.20491803278688525,1742,0.2065233547218649,5.3658721032900845
19,CC1C(=O)N(C2=CS2)CC[NH+]1Cc1c(F)cccc1N=C1C=CS1,0.8929076538985302,0.21008403361344533,1774,0.2051105610146645,5.237878995943994
20,C=C1CCC1=CC(c1cccc(F)c1F)[NH+]1CCN(N2C=C2)C(=O)C1C,0.8927874392242495,0.231404958677686,1472,0.20499034634038385,5.194852938994686
21,C=CC1=CN1N1CC[NH+](Cc2cccc(F)c2F)C(C)C1=O,0.8925946076554006,0.3269230769230769,1409,0.20479751477153485,4.975331853633401
22,CC1C(=O)N(C2=CS2)CC[NH+]1Cc1cc(C2(C)CCCC2)ccc1F,0.8919835453237706,0.2564102564102564,1778,0.20418645243990485,4.756387918535735
23,CC1C(=O)N(C2=CS2)CC[NH+]1Cc1cccc(N=C2C=CC=N2)c1F,0.8909955079111959,0.2333333333333333,1746,0.20319841502733016,5.243263764380032
24,CC1C(=CN2CC[NH+](Cc3cccc(F)c3F)C(C)C2=O)CC2CC21,0.8903242037926734,0.3363636363636364,856,0.2025271109088077,5.292147033411139
25,O=C1C(CC2=CS2)[NH+](Cc2ccccc2F)CCN1C1=CS1,0.8901704423766179,0.27522935779816515,1798,0.20237334949275232,4.968757749577754
26,CC1C(=O)N(C2=CS2)CC[NH+]1C(c1ccccc1F)C1(C)CCCO1,0.8895936048816424,0.20491803278688525,1739,0.2017965119977767,5.1269250883342075
27,C=C1C=CC1=CC1=CN1N1CC[NH+](Cc2cccc(F)c2F)C(C)C1=O,0.8895194336622347,0.29310344827586204,1431,0.20172234077836906,5.137529098211433
28,C=C1N=CC1=CN1CC[NH+](Cc2cccc(F)c2F)C(C)C1=O,0.8890579141006246,0.3177570093457944,1883,0.20126082121675887,4.957558866047211
29,CC1C(=O)N(C2=CS2)CC[NH+]1Cc1cc(N=C2CCCO2)ccc1F,0.8889371872187716,0.2333333333333333,1800,0.20114009433490587,5.054140904141679
30,CC1C(=O)N(C2=CS2)CC[NH+]1Cc1c(F)cccc1N=C1CCCO1,0.8889371872187715,0.24369747899159666,1783,0.20114009433490576,5.074057913892492
31,CC1C(=O)N(C2=CS2)CC[NH+]1Cc1cc(N2CCN=N2)ccc1F,0.8888709190865475,0.2184873949579832,1713,0.20107382620268172,5.165640061656156
32,CC1CCN2C1=C2N1CC[NH+](Cc2cccc(F)c2F)CC1=O,0.8886069875623863,0.33962264150943394,52,0.20080989467852065,4.826700563532419
33,Cc1c(N2CC[NH+](Cc3cccc(F)c3F)C(C)C2=O)c1=O,0.8878127677282656,0.3465346534653465,834,0.20001567484439986,4.395639097098466
34,CC1C(=O)N(C2=CS2)CC[NH+]1Cc1cc(N2CCCCC2)ccc1F,0.8877408264927751,0.28695652173913044,1704,0.19994373360890932,4.407989658204517
35,CC1CCCN1C(c1ccccc1F)[NH+]1CCN(C2=CS2)C(=O)C1C,0.8876505593078449,0.225,1739,0.1998534664239792,4.90163234108146
36,CC1(N=C2CCC=N2)C(=O)N(C2=CS2)CC[NH+]1Cc1ccccc1F,0.8873809655187213,0.21311475409836064,1792,0.19958387263485555,5.1240483797646466
37,CC1C(=O)N(C2=CS2)CC[NH+]1Cc1cc(C2C=CC=NO2)ccc1F,0.8872883837241077,0.2032520325203252,1713,0.19949129084024203,5.4225334343533875
38,CC1=NC(c2cccc(F)c2C[NH+]2CCN(C3=CS3)C(=O)C2C)N=C1,0.8864332631067329,0.21487603305785125,1774,0.1986361702228672,5.417478696696679
39,CC1C(=O)N(C2c3cncn32)CC[NH+]1Cc1cccc(F)c1F,0.8863732903127998,0.3271028037383177,1816,0.19857619742893406,4.8880543171794155
40,CCC(C)=Cc1ccc(C[NH+]2CCN(C3=CS3)C(=O)C2C)c(F)c1,0.8858774203298542,0.2222222222222222,1742,0.19808032744598847,4.79094055528018
41,CC1CCN(C(c2ccccc2F)[NH+]2CCN(C3=CS3)C(=O)C2C)C1,0.8857311072633586,0.21487603305785125,1730,0.19793401437949287,4.861294538883658
42,CC1CCCN1N1CC[NH+](Cc2cccc(F)c2F)CC1=O,0.8850277454693107,0.3762376237623761,26,0.19723065258544506,4.560233680098845
43,CC1CCCN1N1CC[NH+](Cc2cccc(F)c2F)CC1=O,0.8850277454693107,0.3762376237623761,77,0.19723065258544506,4.560233680098845
44,O=C1C[NH+](Cc2cccc(F)c2F)CCN1C=C1CCC=N1,0.8849562293219013,0.3207547169811321,52,0.1971591364380356,4.834386867666556
45,CC1(N2CCC3C=C32)C(=O)N(C2=CS2)CC[NH+]1Cc1ccccc1F,0.8849019272781011,0.2333333333333333,1735,0.19710483439423546,5.169768970648079
