Unnamed: 0,SMILES,Reward,Sim,Step,Imp,SA
0,C=C1C=CN(CC(CC)CC(=O)n2ncc3c2C3)N1,0.8864036137147366,0.1125,1605,0.2504308153218172,4.4754135529054135
1,C=C1C(n2oc(=N)c3c2C3)CCN1CCCC,0.8778086040193348,0.0641025641025641,1725,0.2418358056264153,4.350699460452223
2,C=C1C(c2cnc(=N)oc2)CCN1CCCC,0.8674678806762351,0.0641025641025641,1775,0.2314950822833157,4.087890806606068
3,CCC(C)C(C(=O)[O-])[NH+]1CC(C)(C)C1c1ccccc1,0.8643858356109355,0.4354838709677419,913,0.2284130372180161,4.80226913472849
4,CCC(C)(C[NH+]1CC(C)(C)C1)C1(C)OCCCCCCO1,0.8621053150665756,0.21052631578947367,497,0.2261325166736562,4.938670814902466
5,C=C1CCSC1=NC(=O)C(C(C)CC)[NH+]1CC(C)(C)C1,0.8598828450635901,0.5172413793103449,331,0.22391004667067071,5.2555159071513184
6,CC(C)C(C(=O)n1cccc1)[NH+]1CC(C)(COC2=NCCO2)C1,0.8574813210513835,0.2531645569620253,1807,0.2215085226584641,4.780130343893192
7,C=C1CC(n2ccsc2=N)CN1CCCC,0.8573507385488566,0.06666666666666668,1789,0.22137794015593715,4.06729154626769
8,CCC(C)C1=C(N(C)C(=O)NC2CCCO2)N2C=C2O1,0.8562055390741802,0.16666666666666666,1579,0.22023274068126075,4.618277093135145
9,CCC(C)C(C(=O)[O-])(c1ccccc1)[NH+]1CC(C)(C)C1,0.8552202111091012,0.375,907,0.21924741271618176,4.4601849927826684
10,CCC(C)C(C(=O)[O-])(c1ccccc1)[NH+]1CC(C)(C)C1,0.8552202111091012,0.375,907,0.21924741271618176,4.4601849927826684
11,CCC(C)C(C(=O)Cc1ccccn1)[NH+]1CC(C)(C)C1,0.8542482268222282,0.5084745762711864,322,0.2182754284293088,4.233286250644303
12,CCC(C)C1=CN2C(=C2c2c[nH]c(C)n2)O1,0.8455754491027503,0.1111111111111111,1549,0.20960265070983086,4.623670007806152
13,Cc1ncc(C2=C(C3NCC3(C)C)C2)c(C)n1,0.8448987298088897,0.1232876712328767,1067,0.20892593141597027,3.977953940812288
14,C=C1CCCN1C(CCC)C1CC2CNC(C)=NC21,0.8424472699908132,0.08536585365853659,1739,0.20647447159789376,4.991438180297466
15,CCC(C)C(N1N=CN=NCC=C2C=C21)[NH+]1CC(C)(C)C1,0.8423955114948081,0.3478260869565217,404,0.20642271310188864,6.1016641846238455
16,CCC(C)(C[NH+]1CC(C)(C)C1)c1nc2c(C)n1-2,0.8402768621491369,0.25,491,0.20430406375621746,4.960243498913761
17,CCC(C)C(C(=O)[O-])([NH+]1CC(C)(C)C1)C1(C)CCCCC1C,0.8393268730677108,0.35294117647058826,929,0.20335407467479136,5.303475346996143
18,CCC(C)C[NH+]1CC(C)(C)C1c1cncn1C,0.8393014601569835,0.2272727272727273,420,0.20332866176406408,5.111085098261213
19,CC(C[NH+]1CC(C)(C)C1)C(C)SC1=C2OCCCCC21,0.8380634876511792,0.2676056338028169,487,0.2020906892582598,5.282116063104281
20,CCC(C)C[NH+]1CC(C)(C)C1N1CCCSC1C,0.8370161699746866,0.2352941176470588,479,0.2010433715817672,5.363655212215413
21,CCC(C)C(N1CCCSC1C)[NH+]1CC(C)(C)C1,0.8370161699746866,0.4067796610169492,495,0.2010433715817672,5.087454260138324
22,CC(CCC1=C2CSCN3C=C3N=C12)C[NH+]1CC(C)(C)C1,0.8368088166553612,0.20512820512820512,433,0.2008360182624418,5.393112010777864
23,CCC(C)(C=C1CCCC=C1C)C(C(=O)[O-])[NH+]1CC(C)(C)C1,0.8364906734610815,0.36764705882352944,967,0.2005178750681621,5.279756765578438
24,CCC(C)C(C(=O)[O-])[NH+]1CC(C)C1c1ccccc1,0.835057344095182,0.3384615384615385,1115,0.19908454570226253,4.933656296126722
25,C=C1N=C(C)N2NC1N2C1CC(=C)N(CCCC)C1,0.8347747287566777,0.07317073170731707,1789,0.19880193036375826,5.521679645999286
26,C=C1CCCN1C(CCC)C1(N)CCSC1=O,0.8345797944455299,0.10810810810810813,1731,0.19860699605261045,4.640197484447486
27,C=C1CCCCN1C(=O)C(C(C)CC)[NH+]1CC(C)(C)C1,0.8344850150637135,0.5172413793103449,392,0.1985122166707941,4.704499071157123
28,CCC(C(=O)[O-])[NH+]1CC(C)(C)C1c1cc2cc-2c1,0.8338103232124459,0.2923076923076923,246,0.19783752481952646,5.128095665161872
29,CCC(C)C(C(=O)[O-])(c1ncc2cc1-2)[NH+]1CC(C)(C)C1,0.8333552682014375,0.375,920,0.19738246980851806,4.972764383203568
30,CC(C)C(C(=O)[O-])[NH+]1CC(C)(C)C1C1(C)CCCCS1,0.8322445705601568,0.3333333333333333,526,0.19627177216723726,5.534314320988769
31,CCC(C)C[NH+]1CC(C)(Cc2nnc3cc2-3)C1,0.8317361798835046,0.22388059701492533,418,0.19576338149058514,4.703021043921944
32,C=C1COCCCN1C(C(C)CC)[NH+]1CC(C)(C)C1,0.8315892098468692,0.3870967741935484,495,0.1956164114539498,4.91817792064767
33,CCCCN1CCCC1=CC1CCN1C(=O)NC,0.8309954955018071,0.11688311688311688,1793,0.1950226971088876,3.6448922525673826
34,CC(C)C(C(=O)[O-])[NH+]1CC(C)(C)C1SC1=C2CCCCC21,0.8299330923734011,0.3142857142857143,600,0.19396029398048165,5.559106541415645
35,C=C1C(N2C(=C)CC=NC2=N)CCN1CCCC,0.8282087229085232,0.0625,1734,0.19223592451560376,4.4053264969112735
36,CC1=CC(=CC(C)C(C)C(C(=O)[O-])[NH+]2CC(C)(C)C2)C=CC1,0.8274805283163725,0.4307692307692308,977,0.1915077299234531,5.645556554728392
37,C=C1CC(C2=NC(=N)N=COC2)CN1CCCC,0.8273801438322518,0.061728395061728385,1705,0.19140734543933235,4.50241713944521
38,C=C1CCCN1CC(CC)C1=C2SCNCC21,0.8257623480885984,0.09090909090909093,1730,0.18978954969567896,4.748652369380182
39,CCC(C=O)(N1CC=NC1=Nc1ncc2cc1-2)[NH+]1CC(C)(C)C1,0.8254100810152503,0.1927710843373494,1915,0.18943728262233084,5.186990920816269
40,C=C1CCCN1CCC(C)C1CCCC2C(N)=C21,0.8246733176100176,0.075,1770,0.18870051921709816,4.423652337061401
41,CC(c1ncc2cc1-2)C(C)C(C(=O)[O-])[NH+]1CC(C)(C)C1,0.8244297284995112,0.4666666666666667,924,0.1884569301065918,5.236067365386903
42,CCC(C)(C1=CN2C=C2O1)C1=C2N=C(C)CNC21,0.8242760631938799,0.075,1541,0.1883032648009605,5.357195986825474
43,CCC(C)C(C=O)(N=c1occs1)[NH+]1CC(C)(C)C1,0.8229254623182125,0.30303030303030304,380,0.18695266392529308,5.561991495308304
44,C=C1CCCSC1=NC1[NH+](C(C(=O)[O-])C(C)C)CC1(C)C,0.8222442569297538,0.3188405797101449,541,0.1862714585368344,5.707530256776382
45,C=C1CON(C(=O)C(C(C)CC)[NH+]2CC(C)(C)C2)CO1,0.820950316740635,0.5172413793103449,371,0.1849775183477156,5.36873825838499
46,CC(=O)N1NCC1(C)C(C)C(C)C1=CN2C=C2O1,0.8202304984178804,0.18309859154929573,1577,0.18425770002496106,5.419647627485262
47,CC(CCN1CC=CSC2=CN21)C[NH+]1CC(C)(C)C1,0.819293653799093,0.2222222222222222,433,0.1833208554061736,5.430525889625297
48,C=C1CSCN1C1[NH+](CC(C)CC)CC1(C)C,0.8191629883739758,0.2461538461538461,499,0.1831901899810564,5.568829914314725
49,CCCCN1CCCC1=CC1CCSC1N,0.8191151957364143,0.06578947368421052,1728,0.1831423973434949,4.299155496933417
50,C=C1CCC(C(=O)C(C(C)CC)[NH+]2CC(C)(C)C2)O1,0.8189794919464494,0.5454545454545454,351,0.18300669355352994,5.248358777670926
51,CC1=NC(C(C)(C)C(C(=O)[O-])[NH+]2CC(C)(C)C2)CCCC1,0.8187646655052222,0.34328358208955223,552,0.1827918671123028,5.1974744486454085
52,CCC(C)C(C(=O)[O-])(C1CCCCCC(C)=N1)[NH+]1CC(C)C1,0.8184440955186607,0.2207792207792208,187,0.18247129712574128,5.21213706095507
53,C=C1CC=CN1C(=O)C(C(C)CC)[NH+]1CC(C)(C)C1,0.8182992428734066,0.5454545454545454,351,0.1823264444804872,5.201809757751742
54,C=C1C=CN(CC(CC)CC(=O)N2CC3C=C3S2(=O)=O)N1,0.8181856006822974,0.10714285714285714,1611,0.182212802289378,5.134635914765495
55,C=C1C(c2nnc[nH]2)CCN1CCCC,0.8180718578668446,0.0684931506849315,1715,0.1820990594739252,4.0038329696874975
56,CCC(C)(c1cscn1)C(C(=O)[O-])[NH+]1CC(C)(C)C1,0.8172694734447825,0.4166666666666667,912,0.1812966750518631,5.349329450059434
57,CC1CCCCC(C)(CC2(C)C[NH+](C(C(=O)[O-])C(C)C)C2)O1,0.8167543529261692,0.3880597014925373,594,0.18078155453324973,5.225650453932635
58,CCC(C)C(C(=O)[O-])(C1=CC=C2C=C2C=C1)[NH+]1CC(C)(C)C1,0.8163118431673174,0.3428571428571429,957,0.180339044774398,5.382402851987646
59,CCC(C)C(n1ccnc1)[NH+]1CC(C)(C)C1,0.8160994330842228,0.4444444444444444,404,0.1801266346913034,4.742122448788437
60,CC(CCC1N=NC(=N)S1)C1=CN2C=C2O1,0.8160073933175955,0.05194805194805195,1589,0.1800345949246761,5.611343456799637
61,Cc1c2nc3c(c1-2)C3C(C)C(C(=O)[O-])[NH+]1CC(C)(C)C1,0.8158084499057697,0.4666666666666667,288,0.1798356515128503,5.602405246373841
62,CC1C[NH+](C(C(=O)[O-])C(C)C(C)c2ccccc2)C1,0.8156267983980015,0.2647058823529412,627,0.17965400000508205,4.633408026539706
63,C=C1CCCN1C(CCC)N1CCCCC1N,0.8151370686176463,0.07792207792207792,1778,0.17916427022472692,4.06477293452932
64,CC(C)C(C(=O)[O-])[NH+]1CC(C)(C)C1N=C1SC=CCS1,0.8140415999060892,0.3283582089552239,578,0.17806880151316962,6.01259373210195
65,CC(CC(C(=O)[O-])[NH+]1CC(C)(C)C1)C1(C)CCCCS1,0.8139382564144698,0.41935483870967744,826,0.1779654580215504,5.61644472387747
66,CCC(C)C(c1ccccc1)[NH+]1CC(C)(C)C1,0.8139199657363628,0.42105263157894735,423,0.1779471673434434,4.062892666970791
67,Cc1cccc(OC2(C3=CC3)NCC2(C)C)nc1=N,0.8131474767245733,0.10126582278481013,1031,0.1771746783316539,4.382957339887663
68,CC1C[NH+](C(C(=O)[O-])C(C)C(C)C2(C)CCCCC2)C1,0.8129773983769455,0.31343283582089554,1164,0.17700459998402607,5.182422662919559
69,CCC(C)C(C(=O)[O-])([NH+]1CC(C)(C)C1)C1(C)CCC1C,0.8129773983769454,0.3870967741935484,986,0.17700459998402596,5.531521321757147
70,CCC(C)C(C(=O)N=C1N=CC2C=C12)[NH+]1CC(C)(C)C1,0.8129622088271372,0.5084745762711864,331,0.1769894104342178,5.623124501332719
71,CCC(CC1CNCCON1C)C1=CN2C=C2O1,0.8129221033572434,0.10126582278481013,1557,0.17694930496432393,5.028847814183637
72,CCC(C)C(C(=O)[O-])[NH+]1CC(C)C1C1(C)CCCC1C,0.8129210392739734,0.41935483870967744,630,0.176948240881054,5.564291481299005
73,CCC(C)C(C(=O)[O-])[NH+]1CC(C)C1C1(C)CCC=NCCC1,0.8129011212053339,0.37681159420289856,602,0.17692832281241444,5.835837566437267
74,CC(C[NH+]1CC(C)(C)C1)C(C)c1ccccc1,0.8126220327716397,0.3064516129032258,425,0.17664923437872027,4.092496345900557
75,CC(CCC1=NN(C)CCON1)C1=CN2C=C2O1,0.8113239176668835,0.0875,1512,0.17535111927396407,5.011493644840267
76,CCC(C)C(C(=O)[O-])[NH+]1CC(C)(c2ccccc2)C1,0.8111853585389651,0.5357142857142857,125,0.1752125601460457,4.417169775851289
77,CCC(C)(c1ccccc1)C(C(=O)[O-])[NH+]1CC(C)C1,0.8111853585389651,0.2285714285714285,1102,0.1752125601460457,4.519710047344502
78,CCC(C)C([NH+]1CC(C)(C)C1)C1(SC)C(C)=C1C1=CO1,0.8109022549187267,0.3809523809523809,458,0.17492945652580727,5.5464973810171365
79,CC(C[NH+]1CC(C)(C)C1)C(C)C1(C)CCCC2=C(N)C21,0.810797874556175,0.2753623188405797,487,0.1748250761632556,5.560104741888624
80,CCN1CC(C2C=C2C2NCC2(C)C)CCCC(C)C1=O,0.8107016435039605,0.14814814814814814,1090,0.17472884511104106,4.602996782934563
81,CCC(C)C(C=C1CCC2C=C12)(C(=O)[O-])[NH+]1CC(C)(C)C1,0.8104935675001945,0.3582089552238806,957,0.1745207691072751,5.626906080952205
82,CC(CCC=C1CNCS1)C1=CN2C=C2O1,0.8104481366560934,0.07894736842105263,1539,0.17447533826317396,5.2897559652529615
83,CCC(C)C(C(=O)[O-])[NH+]1CC(C)(C)C1n1ccnc1C,0.8103498893300813,0.4426229508196721,942,0.17437709093716192,5.281433914602704
84,CCC(C)C1=CN2C(=C2n2nc(NC)[nH]2)O1,0.8099008539454826,0.11267605633802814,1583,0.1739280555525632,4.7465417560579
85,CC1CCN(CCC(C)C2=CN3C=C3O2)C1=N,0.8096259415310586,0.09210526315789473,1522,0.17365314313813918,4.919914280683165
86,CC1CCN(CCC(C)C2=CN3C=C3O2)C1=N,0.8096259415310586,0.09210526315789473,1527,0.17365314313813918,4.919914280683165
87,CCC(C)C1=C(C=C2CC=NCN2)N2C=C2O1,0.8093223735561655,0.12,1573,0.17334957516324612,5.192933859981265
88,CCC(C)C(C(=O)[O-])[NH+]1CC(C)C1C=C1C=CCCS1,0.8090647862147397,0.34328358208955223,1157,0.17309198782182025,5.981526058160399
89,CCC(C)C(C(=O)[O-])[NH+]1CC(C)(C)C1C=C1C=CSC1,0.8090647862147397,0.459016393442623,987,0.17309198782182025,5.928628109087464
90,CCC(C)C(N1NC2CC2C2C(C)=C21)[NH+]1CC(C)(C)C1,0.8090301656466262,0.3692307692307693,486,0.1730573672537068,5.89029444976879
91,C=C1C(N2CC(C)=NC2=N)CCN1CCCC,0.8090250714201729,0.07894736842105263,1783,0.17305227302725354,4.144770634756641
92,CCC(C)C[NH+]1CC(C)(CN2CCCC(C)=NCC2)C1,0.8088712062461031,0.21621621621621626,481,0.17289840785318367,4.503560684492615
93,CC(C=C1CSC=N1)C(C)C[NH+]1CC(C)(C)C1,0.8087794134807302,0.3064516129032258,460,0.1728066150878108,5.8520204261681155
94,C=C1C(c2nnn[nH]2)CCN1CCCC,0.8082122471881353,0.0684931506849315,1718,0.1722394487952159,3.8840830591329354
95,C=C1CCCN1CCC(C)C=C1CN(C)NO1,0.8078268781788633,0.09210526315789473,1777,0.17185407978594391,4.584653306606069
96,C=C1CC(C2(c3cc3=O)CCCC2)CN1CCCC,0.8077752439325717,0.08641975308641975,1752,0.1718024455396523,3.6152663830940934
97,CCC(C)(C1=CN2C=C2O1)N1CCC=NC1=N,0.8075731756010632,0.07792207792207792,1600,0.1716003772081438,5.214950421990684
98,CC(CCC=C1CSCO1)C[NH+]1CC(C)(C)C1,0.8075569922062146,0.2424242424242425,447,0.17158419381329515,5.392530045558606
99,CCCC(C(=O)[O-])[NH+]1CC(C)(C)C1N1CCCCCC2C=C21,0.8066445607388647,0.24675324675324675,854,0.17067176234594528,5.363087121071937
100,CCC(C)C[NH+]1CC(C)(C)C1N1CCCCC1C,0.8066109554342727,0.2352941176470588,455,0.17063815704135332,4.913889749107092
101,C=C1NCC(CC(CC)C2=CN3C=C3O2)C1C,0.8062228693300958,0.09210526315789473,1538,0.17025007093717634,5.377646762140811
102,CCCCN1CCCC1=CN1C=C2CC2C1=N,0.8060359970953637,0.06329113924050632,1753,0.17006319870244424,4.321589746951437
103,CCCC(C(=O)[O-])[NH+]1CC(C)(C)C1C1(C)CCCC(C)O1,0.8059784729061622,0.28169014084507044,828,0.17000567451324278,5.5029461759084235
104,CCCC(C(=O)[O-])[NH+]1CC(C)(C)C1c1conc1C,0.8055497218641811,0.2835820895522388,837,0.16957692347126166,5.458603501652828
105,C=C1C=CN(C=C2CCCN2CCCC)CN1,0.8049922623578094,0.06329113924050632,1761,0.16901946396488998,3.887397822028939
106,CC1=NC(C)=C(CCC(C)C[NH+]2CC(C)(C)C2)CN1O,0.8049266090528473,0.23943661971830985,493,0.16895381065992787,4.949554134815875
107,CCC(C)C[NH+]1CC(C)(C)C1C1=NCCCCCC1,0.8048737697114354,0.2222222222222222,406,0.16890097131851595,4.857020542547561
108,CC(Cc1ccccc1)C(C(=O)[O-])[NH+]1CC(C)(C)C1,0.8048541246408646,0.5357142857142857,523,0.16888132624794516,4.287824979471198
109,CC(C)C(C(=O)[O-])[NH+]1CC(C)(Cc2ccccc2)C1,0.8048541246408646,0.3870967741935484,505,0.16888132624794516,4.124558349285506
110,CC(C)C(C(=O)[O-])[NH+]1CC(C)(Cc2ccccc2)C1,0.8048541246408646,0.3870967741935484,507,0.16888132624794516,4.124558349285506
111,CCC(C)C1=C(C2N=C(C)N(C)N2)N2C=C2O1,0.8045912913675605,0.1232876712328767,1567,0.16861849297464104,5.159905504087421
112,C=C1C(N2CNCCC=N2)CCN1CCCC,0.8043644596101449,0.06329113924050632,1718,0.16839166121722549,4.189525696715959
113,C=C1C=CC=C1C(=O)C(N=S=S)(C(C)CC)[NH+]1CC(C)(C)C1,0.8043045517626115,0.30985915492957744,1238,0.16833175336969208,5.559561274862258
114,CCC(C)C(C=O)(N=S=S)[NH+]1CC(C)(C)C1c1ccncc1,0.8035563527902501,0.20253164556962025,1224,0.16758355439733064,5.495137209344321
115,C=C1CCCN1CCC(C)c1sc(=C)c2c1C=2C,0.8035028795581898,0.08974358974358974,1770,0.16753008116527035,4.312967112295889
116,CC(C=C1C=CC=CN1)C(C)C1=CN2C=C2O1,0.8034328164401927,0.06329113924050632,1582,0.16746001804727328,5.206296011452396
117,CCC(C)C[NH+]1CC(C)(CN2CCCCCC2C)C1,0.8023068546688008,0.22535211267605634,434,0.1663340562758816,4.368955296213281
118,C=C1C=CN(CC(CC)C(C=O)c2ccnc(C)n2)N1,0.802010618767501,0.0963855421686747,1699,0.1660378203745816,4.57766335687141
119,CCC(C)C(C(=O)[O-])[NH+]1CC(CC2(C)CCCC(C)C2)C1,0.8019364434041509,0.4444444444444444,647,0.1659636450112315,5.290399065996327
120,CCC(C)C(N=S=S)(C(=O)C1=CC1)[NH+]1CC(C)(C)C1,0.8015450323920216,0.3548387096774194,1212,0.16557223399910215,5.557599566228979
121,CCC(C)C[NH+]1CC(C)(C)C1C=C1CC=CC(C)=N1,0.8011178368537787,0.22535211267605634,428,0.16514503846085926,5.603553310215306
122,CC(CC(=O)[O-])C(C)c1csc(=N)o1,0.8010104555508214,0.2,760,0.16503765715790195,4.919837250231213
123,CCC(C)(C1=CN2C=C2O1)N1CCNC(C)=N1,0.8005641913652052,0.09210526315789473,1600,0.16459139297228575,4.997378306606069
