SMILES,Reward,Imp,MW,step,Sim
C(\C([C@](C)(C))C(=O)Nc1c(C)N(C)c(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.8700523804486474,0.2270732644669473,,1960,0.09375
C(\C([C@](C)(C))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(-c1conc1)),0.8599854350012122,0.21700631901951206,,1957,0.1532258064516129
C(\C([C@](#CC(C)(C)[C@H]))Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.8461598607550826,0.20318074477338255,,1989,0.11811023622047244
C(\C([C@](C)(C))C(=O)Nc1cccc(S(/C)2(=C(/C#N)[C@@H])2)c1(n1cno1)),0.8441703628035826,0.2011912468218825,,1911,0.13709677419354838
C(\C([C@](C)(C))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(N)),0.8192872923479012,0.1763081763662011,,1944,0.16071428571428573
C(\C([C@](C)(C))C(=O)Nc1cccc(S(/C)([NH+]))c1(n1cno1)),0.8183421492577692,0.17536303327606906,,-1991,0.14655172413793102
C(\C([C@](C#CC)(C))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.8073015765403827,0.1643224605586826,,1985,0.15079365079365079
C(\C([C@](n1CCC(=O)N1C)=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.8037407362596726,0.16076162027797247,,1953,0.17054263565891473
C(\C([C@](C)(C))C(=O)Nc1cccc(S(/C)2(=NC[C@H])(=N(C([C@H])))2)c1(n1cno1)),0.8035878464221153,0.16060873044041524,,1921,0.16666666666666666
C(\C([C@]([NH+]1CCCC[C@@H]1)=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.8026953428872592,0.1597162269055591,,1958,0.19047619047619047
C(\C([C@](C(=C(C)C))(C))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7939366594376827,0.15095754345598256,,1998,0.1484375
C(\C([C@](C)(C))C(=O)Nc1c([C@H]2CC[C@H]2C)c(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7930269122852257,0.1500477963035256,,1943,0.13076923076923078
C(\C([C@](C)(C))C(=O)Nc1cccc(S(/C)2(=N(C(O)[C@](C)))2)c1(n1cno1)),0.7909742430565146,0.14799512707481455,,1976,0.14285714285714285
C(\C([C@](C)(C))C(C([NH+])C)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.782683396837557,0.13970428085585695,,1933,0.125
C(\C([C@](C)(C))C(=O)Nc1c(N=CC)(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7724224600039953,0.12944334402229518,,1952,0.08661417322834646
C(\C([C@](C)(C))C(=O)Nc1([C@H]2CCCN2)c(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7705668767454251,0.12758776076372502,,1979,0.14173228346456693
C([S-])(\C([C@](C)(C))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7668696281043746,0.12389051212267455,,1932,0.16393442622950818
C(\C([C@](C)(C))C(=O)Nc1cccc(S(/C)([NH+])2(=N(C([C@H])))2)c1(n1cno1)),0.7658354828266271,0.12285636684492696,,1902,0.1557377049180328
C(\C([C@](C)(C)[S@@](=S)O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7646857976669786,0.12170668168527854,,1940,0.11904761904761904
C(\C([C@](C)(C))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])([C@H]3OCCC3)))2)c1(n1cno1)),0.7641351171076323,0.12115600112593217,,1926,0.18461538461538463
C(\C([C@](c1CCC[C@H]1C)O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7635757349636897,0.12059661898198959,,1905,0.18253968253968253
C(\C([C@](C)(C))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(c1[C@H](C)[C@H](C)c1)),0.7606033797792652,0.11762426379756508,,1944,0.16129032258064516
C(\C([C@]([NH+](C1CCCCC1))=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7578690699613067,0.11488995397960655,,1958,0.2540983606557377
C(\C(=O)N[C@@](C)([C@](C)(C))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7578590914599052,0.11487997547820505,,1946,0.15503875968992248
C(\C([C@](C)(O(C))O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7555370360909457,0.11255792010924559,,1940,0.12096774193548387
C(\C([C@](C)(C))(C(=O)OC)c1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7525845187184668,0.10960540273676667,,1904,0.13709677419354838
C(\C([C@](C)(c1nccn[n+]1)(C))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7518170400997496,0.10883792411804949,,1941,0.13768115942028986
C(\C([C@](C)(C))C(=O)Nc1([C@@H]2CCC[C@H]2C)ccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.75038195959912,0.10740284361741992,,1937,0.1417910447761194
C(\C([C@](C)(C)(OC#N))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7492038656756341,0.10622474969393403,,1992,0.1484375
C(\C(ccc(Cl)c1)N(C1CC)C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7444597014456034,0.10148058546390326,,1974,0.16296296296296298
C(\C([C@](C)(C))(C\NC)C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7418642753270139,0.09888515934531383,,1981,0.15748031496062992
C(\C([C@](C)(C))C(=O)N(S(=O)(=O)N)c1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7418493930618917,0.09887027708019158,,1950,0.1746031746031746
C(\C([C@](C)(C))C(=O)Nc1cccc(S(N\C(=O)N(C)C)2(=N(C([C@H])))2)c1(n1cno1)),0.738770542833393,0.09579142685169295,,1938,0.15151515151515152
C(\C([C@](C(N(C)C(=O)C)C))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7328305775196593,0.0898514615379592,,1983,0.15151515151515152
C(\C(CS(=O)(=O)C(C)(C)C)C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.732560697686573,0.08958158170487285,,1922,0.1984126984126984
C(\C([C@](C)(C))C(=O)Nc1c([C@](C)(O)C[C@H])c(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7268007528153578,0.08382163683365773,,1943,0.09848484848484848
C(\C([C@](nc1)nC1(C)O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7262281586629599,0.08324904268125977,,1967,0.12307692307692308
C(\C([C@](C)(C))C(=O)Nc1cccc(S(/C)2([C@H]3CCC[S@]3)2)c1(n1cno1)),0.724681616552646,0.08170250057094586,,1911,0.18699186991869918
C(\C(/[NH+]=C)([C@](C)(C))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7231937845606231,0.08021466857892301,,1968,0.152
C(\C([C@]([NH+](C)CC)(C)(C))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7198342241535978,0.07685510817189767,,1931,0.18253968253968253
C(\C([C@](C(=N/C(=O)[O-]))(C))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7193499203016608,0.07637080431996068,,1998,0.15384615384615385
C(\C([C@](C)(C))(C(N)=O)C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7191221523012828,0.07614303631958275,,1981,0.15873015873015872
C(\C([C@](C)(C))C(=O)Nc1cccc(S(/C)2(=N(C(=O)CN(CC)))2)c1(n1cno1)),0.7189048961063814,0.07592578012468132,,1924,0.171875
C(\C([C@](C(N1C(=O)[C@@H]CC1)C))C(=O)Nc1cccc(S(/C)2(=N(C([C@H])))2)c1(n1cno1)),0.7180664030183807,0.07508728703668055,,1983,0.16296296296296298
