SMILES,Reward,Imp,MW,step,Sim,SA
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1([C@@H]2CCCCN2)CC(=C[C@H])1,0.8674118530446918,0.1809612560315124,,1982,0.16279069767441862,5.623537946856411
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1(C[C@@H](O)C)C([C@H])C(=C[C@H])1,0.8502838443541819,0.16383324734100246,,-1995,0.18032786885245905,6.11322096784174
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1([C@@H](C)NC(=O)C)CC(=C[C@H])1,0.832537234001548,0.14608663698836855,,1930,0.18548387096774194,5.622767532655227
CN(C(=O)c1([C@H])c([C@](O)c2ccccc2([C@@]))n1)c1(C[C@@H](O)C)CC(=C[C@H])1,0.823159969162381,0.13670937214920156,,-1998,0.18333333333333326,5.598239367566114
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2(O[C@@H]))n1)c1(C[C@@H](O)C)CC(=C[C@H])1,0.8115179250845855,0.12506732807140608,,1977,0.17886178861788618,5.600928520958087
CN(C(=O)c1([C@H])c([C@]([C@H](C)[C@H])c2ccccc2([C@@]))n1)c1(C[C@@H](O)C)CC(=C[C@H])1,0.8002062779897351,0.11375568097655565,,1919,0.17600000000000002,5.9564497045125355
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1(C[C@@H](/C))CC(=C[C@H])1,0.7896182170663976,0.10316762005321813,,1913,0.1864406779661017,5.7643121137522835
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1(C(=CS(=O)))CC(=C[C@H])1,0.7895933275331706,0.10314273051999112,,1990,0.18181818181818185,6.17680193099316
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1(/C(=O)[C@H]2C[C@H]2)CC(=C[C@H])1,0.7883936047107286,0.10194300769754916,,1930,0.1885245901639344,5.91059870009402
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1(C[C@@H](O)C)CC(=C([S-]))1,0.7882093412070758,0.1017587441938963,,-1996,0.18333333333333326,5.83756420273095
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1(C(C[C@](C)(O)[C@H])C)CC(=C[C@H])1,0.7855439887772436,0.09909339176406418,,1952,0.1732283464566929,6.119353458993475
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1(N[C@H]2C=N/O2)CC(=C[C@H])1,0.7852907531811936,0.09884015616801413,,1930,0.1774193548387097,6.10042503506967
CN(C(=O)c1([C@H])c([C@](=[C@H])c2cc(C=CC)ccc2([C@@]))n1)c1(C[C@@H](O)C)CC(=C[C@H])1,0.7835162269869205,0.09706562997374102,,1950,0.13636363636363635,5.812927276377694
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1(C(=O)N(CC(C)(C)))CC(=C[C@H])1,0.783259870032833,0.0968092730196536,,1990,0.1811023622047244,5.286233404387504
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1(C[C@@H](O)C)CC(N\C)1,0.7799503217160351,0.0934997247028556,,2000,0.17355371900826447,5.575090594368477
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1(C[C@@H](C)C)CC(=C[C@H])1,0.7769368492694705,0.09048625225629103,,1930,0.18333333333333326,5.500766171822754
CN(C(/CC)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1(C[C@@H](O)C)CC(=C[C@H])1,0.7706111219813122,0.08416052496813275,,1942,0.16,5.950223944659443
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1(C[C@@H](N)C(N))CC(=C[C@H])1,0.7694737585413977,0.0830231615282182,,1913,0.1693548387096774,5.824046961421733
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1([NH2+][C@@H]2CCO[C@@H]2)CC(=C[C@H])1,0.7603726386622072,0.07392204164902771,,1930,0.171875,6.334103035613807
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1(C(=O)CC(C)(C)C)CC(=C[C@H])1,0.7526258149297625,0.0661752179165831,,1984,0.18253968253968253,5.420260185298899
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@]))n1)c1([C@@H](C)COC)CC(=C[C@H])1,0.7521146400643504,0.0656640430511709,,1982,0.17886178861788618,5.7176762554154115
CN(C(=O)c1([C@H])c([C@](=[C@H])c2c([C@@H]([NH3+]))cccc2([C@@]))n1)c1(C[C@@H](O)C)CC(=C[C@H])1,0.7506800388239463,0.06422944181076684,,1936,0.1484375,6.232049994193689
CN(C(=O)c1([C@H])c([C@](=[C@H])c2ccccc2([C@@](/C=C(/C))))n1)c1(C[C@@H](O)C)CC(=C[C@H])1,0.7454793870556031,0.05902879004242367,,1902,0.17054263565891473,5.6470603525517635
CN(C(=O)c1([C@H])c([C@](=[C@H])c2cc(-c3ncccc3)ccc2([C@@]))n1)c1(C[C@@H](O)C)CC(=C[C@H])1,0.7451368844847144,0.058686287471534926,,1925,0.19402985074626866,5.419581345773116
