SMILES,Reward,Imp,MW,step,Sim,SA
COc1c(C[C@H])cc(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=N[C@])c3(/[C@H])))n2)cc1,0.8718875280975397,0.19452913713737985,,1920,0.171875,5.629815113949018
COc1c(C([C@@H](C)[C@]))cc(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.8241632816199105,0.14680489065975064,,1901,0.17829457364341084,5.3129121210098535
COc1c(C[C@H])cc(-n2c([C@@H](C(c3noc(C)c3C)3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.8229083939793227,0.14555000301916288,,1966,0.16666666666666666,5.142871081902297
COc1c([O-])[C@H](C)cc(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.8196224393731534,0.14226404841299356,,1936,0.12878787878787878,5.986993577110383
COc1c(C[C@H])cc(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=[NH+])c3(/[C@H])))n2)cc1,0.8177172059800282,0.14035881501986835,,1947,0.17600000000000002,5.537739156678781
COc1c(C[C@H])c(C)(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.8160353327259429,0.13867694176578305,,-1985,0.12307692307692307,6.10100107600625
COc1(C(C#N))cc(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.8078896324349192,0.13053124147475936,,1906,0.11363636363636365,6.004689295479085
COc1c(C[C@H])cc(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c(C#CC)3(/[C@H])))n2)cc1,0.7949183308474511,0.1175599398872913,,1980,0.16541353383458646,5.3256192168136876
COc1c(C([C@H]2CC[C@@H]2)[C@H])cc(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.7932006240177105,0.1158422330575507,,1916,0.20610687022900764,5.662751226990058
COc1c(C([C@H]2CCOC2))cc(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.791347496768807,0.11398910580864717,,1948,0.20300751879699247,4.921870551155713
COc1c(C[C@H])cc(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(N(CCO4)CC4)3(/[C@H])))n2)cc1,0.7893186851522392,0.11196029419207942,,1922,0.19402985074626866,5.042979525394269
COc1c(C([C@](C)(O))2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.7874136467035319,0.11005525574337204,,1953,0.12598425196850396,5.8578211009167696
COc1c(C([C@](CC))2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.7854745397364307,0.10811614877627083,,1942,0.11627906976744184,6.014972288438925
C(N1CC(=O)Cc1)c1c(C[C@H])cc(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.7780200495125025,0.10066165855234266,,1971,0.15714285714285714,5.124244778483494
COc1c(C[C@H])(-c2ccsc2)c(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.7738039904061771,0.09644559944601727,,1930,0.14388489208633093,5.910808361057593
COc1c(C[C@H])c(S)c(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.7734656649990425,0.09610727403888264,,-1972,0.15503875968992248,5.441745597915179
COc1c(C[C@H])cc(-n2c([C@@H](C(/C(C))3C([C@H]4C[C@H](C)N[C@H](C)[C@@H]4)c3(/[C@H])))n2)cc1,0.7724648972332424,0.0951065062730826,,1904,0.16911764705882354,5.740088262788912
COc1c(C[C@H])cc(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c3(/[C@H])([C@H]3CCC[C@H]3)))n2)cc1,0.7723431871730413,0.09498479621288147,,1968,0.21804511278195488,5.522944567633448
COc1c(C[C@H])cc(-n2c([C@@H](C(/C(C)(CC3)C([NH+]3))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.7719528780819782,0.0945944871218184,,1981,0.19548872180451127,5.940323745672979
COc1c(C[C@H])cc(-n2c([C@@H](C(/C(C)(C3CCCC3))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.7701387054809503,0.0927803145207905,,1981,0.20895522388059698,5.199159952248831
COc1c(C[C@H])cc(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)(N)c1,0.7697164213290539,0.09235803036889413,,-1957,0.12307692307692307,6.192677525710392
COc1c(C[C@H])cc(-n2c([C@@H](C(/C(C))3C([C@@H]4CSCC4)NC(=O)c3(/[C@H])))n2)cc1,0.7686584803561795,0.09130008939601963,,1941,0.20300751879699247,5.341708563324608
COc1c(C[C@H])cc(-n2c([C@@H](C(/C(C))3C([C@H]4CCCC[C@@H]4)NC(=O)c3(/[C@H])))n2)cc1,0.7668791897628795,0.08952079880271968,,1995,0.2164179104477612,5.339187929401117
COc1c(C[C@H])cc(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)(O)[C@H](C)c1,0.7647228541573236,0.08736446319716372,,1923,0.11851851851851852,6.256716967994852
COc1c(C[C@H])cc(-n2c([C@@H](C(/C(C))3C(=[C@@H])NC(=O)C(=O)N(C)c3(/[C@H])))n2)cc1,0.7644903109078919,0.08713191994773206,,1947,0.18045112781954886,5.098499120023492
COc1c(C[C@H])cc(-n2c([C@@H](C(/C(C(c3/C=C/c3)))3C(=[C@@H])NC(=O)c3(/[C@H])))n2)cc1,0.7626895223077649,0.08533113134760506,,1986,0.1865671641791045,5.298128098534858
