SMILES,Reward,Imp,MW,step,Sim,SA
O=C(Nc1c(\[C@H])(C(=C/c2ncccn2))c1(C))OC([C@H])1C(/[C@])([C@H])c(O[C@@H])1,0.8927298306867869,0.19880592391134133,,1945,0.10679611650485436,6.073684364352307
O=C(Nc1c(\[C@H])(C(c2ccccc2))c1(C))OC([C@H])1C(/[C@])([C@H])c(=N)S(=O)1,0.8740068522248894,0.1800829454494438,,1959,0.17708333333333334,5.507552757679787
O=C(Nc1c(\[C@H])(C(c2ccccc2))c1(C))OC([C@H])1C([NH+])([C@H])c(O[C@@H])1,0.8685705636574691,0.17464665688202352,,-1940,0.1935483870967742,5.5589848809996525
O=C(Nc1c(\[C@H])(C(c2ccccc2))c1(C(F)C))OC([C@H])1C(/[C@])([C@H])c(O[C@@H])1,0.8577104468541527,0.16378654007870708,,1903,0.1836734693877551,5.730295836148706
O=C(Nc1c(\[C@H])(C(c2cc(n3ncnc3)c2))c1(C))OC([C@H])1C(/[C@])([C@H])c(O[C@@H])1,0.8401237021158247,0.14619979534037908,,1908,0.11214953271028036,6.162574629590949
O=C(Nc1c(\[C@H])(C(c2cc(n3ccnn3)c2))c1(C))OC([C@H])1C(/[C@])([C@H])c(O[C@@H])1,0.8401237021158247,0.14619979534037908,,1990,0.11214953271028036,6.2517097191589155
O=C(Nc1c(\[C@H])(C(c2ccccc2))c1(C))OC([C@H])1C(/[C@])([C@H](/C=C))c(O[C@@H])1,0.8236346362587181,0.12971072948327256,,1935,0.18181818181818185,5.6468679136688955
O=C(Nc1c(\[C@H])(C(c2ccccc2))c1(C))OC([C@H])1C(/[C@])([C@H])c(N(C2CCC2))1,0.8200847572588207,0.1261608504833751,,1978,0.18811881188118806,5.103315614411386
O=C(Nc1c(\[C@H])(C(c2ccccc2))c1(C))OC([C@H])1C(NC(=O)[C@@H])c(O[C@@H])1,0.8179898844641783,0.12406597768873273,,1946,0.18181818181818185,5.369517751155351
O=C(Nc1c(\[C@H])(C(c2c(C(N)C)cccc2))c1(C))OC([C@H])1C(/[C@])([C@H])c(O[C@@H])1,0.8171300444059558,0.12320613763051025,,1972,0.18,5.785171923907681
O=C(Nc1c(C(N)=O)(C(c2ccccc2))c1(C))OC([C@H])1C(/[C@])([C@H])c(O[C@@H])1,0.8145978363898352,0.1206739296143896,,1928,0.1836734693877551,5.273088176786061
O=C(Nc1c(\[C@H])(C(CC(C)n2nncc2))c1(C))OC([C@H])1C(/[C@])([C@H])c(O[C@@H])1,0.8141840154312755,0.12026010865582992,,1932,0.10476190476190476,6.24751100098387
O=C(Nc1c(\[C@H])(C(c2ccccc2))c1(C))OC([C@H])1C([NH+]/C)c(O[C@@H])1,0.8137531354323733,0.11982922865692767,,1906,0.1914893617021277,5.557992670133596
O=C(Nc1c(\[C@H])(C(N(C)[C@H](C)C))c1(C))OC([C@H])1C(/[C@])([C@H])c(O[C@@H])1,0.8128346477393049,0.11891074096385935,,1932,0.08247422680412371,6.133386636865428
O=C(Nc1c(\[C@H])(C(c2ccccc2))c1(C))OC([C@H])1C([C@@H](SC))c(O[C@@H])1,0.8127295351231206,0.11880562834767505,,1906,0.1855670103092784,5.389978934488052
O=C(Nc1c(\[C@H])(C(c2ccccc2))c1(C))OC([C@H])1C(/[C@])(c2cccs2)c(O[C@@H])1,0.8123350160646141,0.11841110928916845,,1901,0.16981132075471694,5.277053586169339
O=C(Nc1c(\[C@H])(C(c2c([C@@H](C#N))cc2))c1(C))OC([C@H])1C(/[C@])([C@H])c(O[C@@H])1,0.8120610979791174,0.11813719120367185,,1926,0.0970873786407767,6.634741276623529
