SMILES,Reward,Imp,MW,step,Sim,SA
O=C(Nc1ccc(N2CC([C@@H])C(N(C)C)2)c(Cl)c1)(C(C)O[C@]),0.9036832989224818,0.2405586463663738,,1923,0.25742574257425743,4.4377779996773645
O=C(Nc1ccc(N2CC([C@@H])C(/[O-])2)c(Cl)c1)(C(C)O[C@]),0.901240270257016,0.23811561770090814,,1983,0.2842105263157895,4.575580911589129
O=C(Nc1c(\[C@@H])cc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.8909817302599252,0.22785707770381725,,1931,0.1981981981981982,5.446167466538794
O=C(Nc1ccc(N2CC([C@@H])C(/[NH+])2)c(Cl)c1)(C(C)O[C@]),0.8792655333500247,0.2161408807939167,,1983,0.2708333333333333,4.718068091076309
O=C(Nc1ccc(N2C(C)[C@H](C)C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.8707187389019382,0.2075940863458302,,1973,0.26666666666666666,4.681051389875394
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(N)C(C)[C@]),0.8648945860877291,0.20176993353162095,,1986,0.27884615384615385,4.961142040762967
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(O)C(F)[C@]),0.8616852174372813,0.19856056488117332,,1910,0.27884615384615385,5.011661330703796
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]([C@H](C)[C@H])))2)c(Cl)c1)(C(C)O[C@]),0.8543025372890146,0.19117788473290664,,1958,0.2547169811320755,4.941317525710392
O=C(Nc1ccc(N2CC([C@@H])C(/C(=O)[O-])2)c(Cl)c1)(C(C)O[C@]),0.8538702655366474,0.19074561298053935,,1923,0.2828282828282828,4.5779949488299065
O=C(Nc1ccc(N2CC([C@@H])([N+](=O))C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.8492044269500749,0.18607977439396706,,1928,0.2830188679245283,5.060484301092283
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C([C@@H](C[NH3+]))[C@]),0.832857976421735,0.16973332386562698,,1910,0.2761904761904762,5.4396025821923715
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(N1CCS[C@H]1C)),0.8285487606791212,0.16542410812301322,,2000,0.29357798165137616,4.563657759858753
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)([C@](C)(N)C)[C@]),0.8279475311670507,0.1648228786109427,,1957,0.2685185185185185,4.917900514245522
O=C(Nc1ccc(N2CC([C@@H])C(=C([NH+](C(C)C)))2)c(Cl)c1)(C(C)O[C@]),0.8277445676819358,0.16461991512582808,,1901,0.2547169811320755,4.817528269104817
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(C)CC(=O)c1)(C(C)O[C@]),0.8276189796310588,0.16449432707495082,,1974,0.15833333333333333,5.517967808983852
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C(#CC))O[C@]),0.8247228414383221,0.16159818888221397,,1927,0.2685185185185185,5.1454078796876015
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1([C@@H]([NH3+])))(C(C)O[C@]),0.8199497351855244,0.1568250826294164,,1915,0.19298245614035087,5.574357830504047
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c([C@@H]([NH3+]))1)(C(C)O[C@]),0.8199497351855244,0.1568250826294164,,1933,0.19298245614035087,5.574357830504047
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3([C@](O))))2)c(Cl)c1)(C(C)O[C@]),0.8196068862523155,0.1564822336962075,,1929,0.2568807339449541,5.177019068267317
O=C(Nc1ccc(N2CC([C@@H])C(S(=O)(=O)N)2)c(Cl)c1)(C(C)O[C@]),0.8188030662466277,0.1556784136905197,,1943,0.2647058823529412,4.472611488583043
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C([NH2+][C@@H])[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.8152782445840085,0.15215359202790055,,1937,0.2568807339449541,5.5194083659261794
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1(C(C)(C)[NH2+])),0.8146137419871177,0.1514890894310097,,1972,0.17117117117117114,5.209952825414457
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C([NH2+]/C)[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.8127390374102557,0.1496143848541477,,1952,0.2568807339449541,5.4729856234512635
O=C(Nc1ccc(N2CC([C@@H])C(/C=C/C=C)2)c(Cl)c1)(C(C)O[C@]),0.8122901076920906,0.14916545513598267,,1983,0.24761904761904766,4.632341519208155
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C([C@@H](C#N)C)[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.8118757596172175,0.1487511070611095,,1937,0.2456140350877193,5.284187776298534
O=C(Nc1ccc(N2C(C#N)CS(=O)(=O)C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.8070876596830042,0.14396300712689625,,1973,0.2702702702702703,4.789927045720996
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C(=C))O[C@]),0.8036290562584718,0.14050440370236386,,1927,0.2761904761904762,5.074636847926637
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(=C[C@@H](C)N)[C@]),0.7975646526134397,0.1344400000573317,,1910,0.27102803738317754,5.033317332766492
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)([C@]1CCO[C@H]1C)[C@]),0.7969464399617788,0.13382178740567086,,1957,0.29464285714285715,5.280645932284764
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(COC)(C)O[C@]),0.7954752819206515,0.13235062936454356,,1936,0.2636363636363636,4.99369391949306
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)C(=O)NC),0.7954727185810992,0.13234806602499127,,1903,0.2830188679245283,4.397964165345678
O=C(Nc1cc(N(C)(C))(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.7883657591330852,0.12524110657697718,,1955,0.13445378151260504,5.941454020595975
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)([O-])[C@@H](C#N)c1)(C(C)O[C@]),0.7876099164888217,0.12448526393271375,,1962,0.12396694214876032,6.228376949377525
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C([C@@H]1CCO[C@H]1)(C)O[C@]),0.7862409197903083,0.12311626723420033,,1936,0.2920353982300885,5.527495006287683
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]([C@H]3/C=C\\c3)))2)c(Cl)c1)(C(C)O[C@]),0.7837564060690775,0.12063175351296952,,1958,0.2803738317757009,4.856264066978571
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1(COC[C@@H])),0.7795887132350328,0.1164640606789248,,1972,0.16814159292035402,5.186169683354905
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C(C)CCC[NH+](C)[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.7781934335593048,0.11506878100319685,,1984,0.27586206896551724,5.585030691283194
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(O[C@H](C)N)),0.7771565643801269,0.11403191182401895,,1968,0.2761904761904762,4.513647337437128
O=C(Nc1ccc(N2CC([C@@H])(NC[C@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.7756153683875852,0.11249071583147717,,1928,0.2636363636363636,5.155879184931847
O=C(Nc1ccc(N2CC([NH+]3CCC[C@H]3)([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.7746991190963828,0.1115744665402748,,1966,0.3035714285714285,5.599338793269932
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)(C(OC))c1)(C(C)O[C@]),0.7727387108059112,0.1096140582498032,,1992,0.11666666666666667,5.922786376427304
O=C(Nc1cc(N[C@])(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.7705457183708798,0.10742106581477184,,1919,0.13675213675213674,6.294315768573618
O=C(Nc1ccc(N2CC([C@@H])C(=C([NH+](C3CCCCC3)C))2)c(Cl)c1)(C(C)O[C@]),0.7696569649305443,0.10653231237443628,,1947,0.3153153153153153,5.0173781835428
O=C(N([C@@H])c1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.7684481179029237,0.10532346534681568,,1925,0.20909090909090908,5.458844152929327
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)(C[C@@H](C)C(=O)[O-])[C@]),0.7673927436376603,0.10426809108155233,,1913,0.2767857142857143,5.303836166050997
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)([C@](C)(c1cccs1)),0.7666003858948119,0.10347573333870397,,1903,0.29357798165137616,4.363138371130296
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H](/c3ccccc3C)))2)c(Cl)c1)(C(C)O[C@]),0.7657062666481896,0.10258161409208166,,1912,0.2807017543859649,4.222478986108823
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H](CN3C(=O)CCc3)))2)c(Cl)c1)(C(C)O[C@]),0.7649511387273513,0.10182648617124336,,1912,0.3035714285714285,4.454213897351425
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3([C@@H]3CCOC[C@@H]3)))2)c(Cl)c1)(C(C)O[C@]),0.7625707477978128,0.09944609524170478,,1929,0.28205128205128205,5.286266277587134
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)(/CCC)O[C@]),0.7588178812355851,0.09569322867947716,,1939,0.2636363636363636,4.9219298891572
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(N(c1ccccc1))[C@]),0.7582689892238699,0.0951443366677619,,1910,0.2894736842105263,4.491624981535461
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(=[NH+]C[C@@H](C)[C@H])[C@]),0.7562972655303399,0.09317261297423196,,1945,0.2636363636363636,5.565522521876593
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3)([C@@H]3CC[C@@H]([NH3+])[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.7553459208794481,0.0922212683233401,,1920,0.27586206896551724,5.657823383590886
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1(OC1CC(=O)NC1)),0.7523196251637275,0.08919497260761955,,1997,0.18487394957983194,5.077617506960966
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(=CC(=O)[C@@H](C)C)[C@]),0.7494454794103673,0.08632082685425935,,1945,0.2702702702702703,4.760083315580525
O=C(Nc1ccc(N2C([C@@H]3CCC[C@H]3)C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.7488167743403428,0.0856921217842348,,1991,0.3055555555555556,4.9067584522640075
O=C(Nc1ccc(N2CC([C@@H]3CCC[C@H]3)([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)O[C@]),0.7474395030468696,0.0843148504907616,,1996,0.3035714285714285,5.164154177885316
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(N/C=C/SC)[C@]),0.7463876086515547,0.08326295609544676,,1986,0.2612612612612613,5.253770246686993
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)(C[C@H](C)N)c1)(C(C)O[C@]),0.7412776809353951,0.07815302837928717,,1992,0.11475409836065575,6.053459302318702
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3))2)c(Cl)c1)(C(C)(ONC(=O)[C@@H])[C@]),0.7407744612130389,0.07764980865693094,,1913,0.2702702702702703,5.286874990926475
O=C(Nc1ccc(N2CC([C@@H])C(=C([C@@H]3C[C@H]3([C@@H]3CCCCN3)))2)c(Cl)c1)(C(C)O[C@]),0.7399970342767832,0.07687238172067523,,1993,0.28205128205128205,4.944284851695951
