SMILES,Reward,Imp,MW,step,Sim,SA
Cc1c(c2cc(F)ccc2C)2c1N=C(\C)[C@H]2C(/C(#N))([C@H]([C@H]1C(=O)Ncc1)),0.9066849975959516,0.2687832410220479,,1946,0.17692307692307693,5.136241803159687
Cc1c(C(c2C[C@H]2[C@@H]))nn2c1N=C(\C)[C@H]2C(/C(#N))([C@H]([C@H]1C(=O)Ncc1)),0.8968545856762156,0.2589528291023119,,1915,0.16279069767441862,5.8488847400523225
Cc1c([C@H](O)C)nn2c1N=C(\C)[C@H]2C(/C(#N))([C@H]([C@H]1C(=O)Ncc1)),0.8787502243976624,0.2408484678237587,,1936,0.17073170731707318,5.419074064691837
Cc1c(C(C[C@](C)))nn2c1N=C(\C)[C@H]2C(/C(#N))([C@H]([C@H]1C(=O)Ncc1)),0.8730552568525544,0.2351535002786507,,1983,0.15625,5.544544341925176
Cc1c(C([C@@H]2CC[C@H]2))nn2c1N=C(N(C)C)[C@H]2C(/C(#N))([C@H]([C@H]1C(=O)Ncc1)),0.8667791198632403,0.2288773632893366,,1926,0.16417910447761194,5.68524196784174
Cc1c(n2ccnc2N)2c1N=C(\C)[C@H]2C(/C(#N))([C@H]([C@H]1C(=O)Ncc1)),0.8663100692601445,0.22840831268624084,,1940,0.1297709923664122,5.601180708960442
Cc1c(OC[C@H](C))nn2c1N=C(\C)[C@H]2C(/C(#N))([C@H]([C@H]1C(=O)Ncc1)),0.8660448325707463,0.22814307599684255,,1984,0.15625,5.467795317814959
Cc1c(C([C@@H]2CC[C@H]2))nn2c1N=C(\C)[C@H]2C(/C(#N))([C@H]([C@H]1C(O)N[C@@H](C)c1)),0.851939943013709,0.21403818643980527,,1975,0.1417910447761194,5.870113314098786
Cc1c(C([C@@H]2CC[C@H]2))nn2c1N=C(\C)[C@H]2C(/C(#N))([C@H](n1nccc1)),0.8497506708415171,0.21184891426761346,,1928,0.1732283464566929,5.362019941303849
Cc1c(C([C@H](C)C(=O)[C@H]))nn2c1N=C(\C)[C@H]2C(/C(#N))([C@H]([C@H]1C(=O)Ncc1)),0.8465707177710209,0.2086689611971172,,1943,0.16923076923076924,5.649810708901832
