SMILES,Reward,Imp,MW,step,Sim
Cc1c([O-])cc(-c2([C@@H](C(c3([S@@])([C@@H]4CC([C@@])(C)[C@H](C)4))(N))3)c([C@H])c2)cc1,0.9219123951324293,0.2719535730165136,,-1956,0.12295081967213115
Cc1c([O-])cc(-c2([C@@H](C(c3([S@@])([C@@H]4CC([C@@])(C)N(C)[C@H](C)4))N)3)c([C@H])c2)cc1,0.895552100736653,0.24559327862073732,,1996,0.12698412698412698
Cc1c([O-])cc(-c2([C@@H](C(c3([S@@])([C@@H]4CC([C@@])(C(C)[C@@H]([C@@H]))4))N)3)c([C@H])c2)cc1,0.890060396757875,0.24010157464195925,,1972,0.12
Cc1c([O-])cc(-c2([C@@H](C(c3([S@@])([C@@H]4CC(-c5ccccc5)(C)4))N)3)c([C@H])c2)cc1,0.8854316746185027,0.23547285250258698,,1935,0.1746031746031746
Cc1c([O-])cc(-c2([C@@H](C(c3([S@@])([C@@H]4CC(N(C)C(=O)[C@H])(C)4))N)3)c([C@H])c2)cc1,0.883375945471674,0.23341712335575826,,1999,0.14516129032258066
Cc1c([O-])cc(-c2([C@@H](C(c3([S@@])([C@@H]4C(=N)C([C@@])(C)[C@H](C)4))N)3)c([C@H])c2)cc1,0.8805062744669819,0.23054745235106622,,1977,0.12096774193548387
C([C@@](C))c1c([O-])cc(-c2([C@@H](C(c3([S@@])([C@@H]4CC([C@@])(C)[C@H](C)4))N)3)c([C@H])c2)cc1,0.8722410852475024,0.22228226313158672,,1933,0.1171875
Cc1c([O-])cc(-c2([C@@H](C(c3([S@@])([C@@H]4C([C@](C)(Cl))(C)[C@H](C)4))N)3)c([C@H])c2)cc1,0.870440273706005,0.22048145159008925,,1918,0.12096774193548387
Cc1c([O-])cc(-c2([C@@H](C(c3([S@@])([C@@H]4CC(c5ncnn5C[C@@H])4))N)3)c([C@H])c2)cc1,0.8650502648248058,0.21509144270889013,,1931,0.16535433070866143
Cc1c([O-])cc(-c2([C@@H](C(c3([S@@])([C@@H]4CC([C@@])(O)[C@H](C)[C@H](C)4))N)3)c([C@H])c2)cc1,0.8633509899875736,0.21339216787165793,,1928,0.11811023622047244
Cc1c([O-])cc(-c2([C@@H](C(c3([S@@])([C@@H]4CC([C@@])(C)[C@H](C)4))N)3)c([C@H])c2([C@H](C)C))cc1,0.8563845694352095,0.20642574731929375,,1942,0.11538461538461539
Cc1c([O-])cc(-c2([C@@H](C(c3([S@@])([C@@H]4CC([C@@])(C)[C@H](C)4))(C(C)(C)N))3)c([C@H])c2)cc1,0.8563845694352095,0.20642574731929375,,1916,0.11627906976744186
