SMILES,Reward,Imp,MW,step,Sim
O=C(C([C@H])(N)c1ccc(C)N([C@H](C)C)1)N1C([C@H](C)C)[C@@](N([C@@H])2)N(c2)1,0.9148869774119649,0.23955752743369618,,1903,0.09448818897637795
O=C(C([C@H])(N)c1ccc(C)N([C@@]C)1)N1C([C@H](C)C)[C@@](\C)(N([C@@H])2)N(c2)1,0.9058408031172873,0.2305113531390186,,1915,0.10317460317460317
O=C(C([C@H])(N)c1ccc(C)N([C@@]C)1)N1C(C2CCCCC2)[C@@](N([C@@H])2)N(c2)1,0.9005667859270047,0.22523733594873596,,1928,0.15625
O=C(C([C@@])(N)c1ccc(C)N([C@@]C)1)N1C([C@H](C)C)[C@@](N([C@@H])2)N(c2)1,0.8997459452653092,0.22441649528704044,,1946,0.096
O=C(C([C@H])(N)c1ccc([C@H])N([C@@]C)1)N1C([C@H](C)C)[C@@](N([C@@H])2)N(c2)1,0.8950141876510184,0.21968473767274965,,-1975,0.096
O=C(C([C@H])(N)c1ccc(C)N([C@@]([C@@H]))1)N1C([C@H](C)C)[C@@](N([C@@H])2)N(c2)1,0.8925569048478312,0.21722745486956252,,-1991,0.096
O=C(C([C@H])(N)c1ccc(C)N([C@@](C=C)C)1)N1C([C@H](C)C)[C@@](N([C@@H])2)N(c2)1,0.8881084727045719,0.21277902272630322,,1950,0.09230769230769231
O=C(C([C@H])(N)c1ccc(C)N([C@@]C)1)N1C([C@H](C)C)[C@@](N([C@@H])2)N(c2(C[C@H]))1,0.8850391722205911,0.20970972224232243,,1940,0.09230769230769231
O=C(C([C@H])(N)c1ccc(C)N([C@@]C)1)N1C([C@H](C)C)[C@@]([C@@H](C)C)(N([C@@H])2)N(c2)1,0.8770433053975482,0.20171385541927944,,1915,0.09923664122137404
O=C(C([C@H])(N)c1ccc(C)N([C@@]C)1)N1C([C@H](C)C(C/C)2)N(c2)1,0.8599789977035884,0.18464954772531972,,1964,0.10655737704918032
O=C(C([C@H])(N)c1ccc(c2[nH]nc3ccccc23)1)N1C([C@H](C)C)[C@@](N([C@@H])2)N(c2)1,0.8543033188722233,0.1789738688939546,,1937,0.1
O=C(C([C@H])(N)c1ccc(C)N([C@@]C)1)N1C([C@H](C)C)[C@@](c2Sc2)1,0.8498945431714686,0.1745650931931999,,1909,0.09836065573770492
O=C(C([C@H])(N)c1ccc(C)N([C@@](c2ncco2)C)1)N1C([C@H](C)C)[C@@](N([C@@H])2)N(c2)1,0.8485585685074711,0.17322911852920242,,1950,0.10144927536231885
O=C(C([C@H])(N)c1ccc(C)N([C@@]C)1)N1C([C@H](C)C([C@@H](C)[C@H]))[C@@](N([C@@H])2)N(c2)1,0.8481991461116375,0.17286969613336878,,1947,0.09848484848484848
O=C(C([C@H])(N)c1ccc(C(cccc2)C2(C))1)N1C([C@H](C)C)[C@@](N([C@@H])2)N(c2)1,0.8450053763626919,0.1696759263844232,,1969,0.08088235294117647
O=C(C(Nc1ccccc1)c1ccc(C)N([C@@]C)1)N1C([C@H](C)C)[C@@](N([C@@H])2)N(c2)1,0.8395342125671595,0.16420476258889083,,1979,0.09219858156028368
O=C(C([C@H])(N)c1ccc(C)N([C@@]C)1)N1C([C@H](CCC(C)(C)C))[C@@](N([C@@H])2)N(c2)1,0.8391244831352429,0.1637950331569742,,1931,0.1044776119402985
O=C(C([C@H])(N)c1ccc(C)N([C@@]C)1)N1C([C@H](C)C)[C@@](N([C@@H])2)N(c([C@@](C)(O))2)1,0.8342722426696718,0.1589427926914031,,1936,0.09090909090909091
O=C(C([C@H])(N)c1ccc(C)N([C@@]C)1)N1C([C@H](C)C(SC))[C@@](N([C@@H])2)N(c2)1,0.8336277088212092,0.15829825884294046,,1947,0.1
