SMILES,Reward,Imp,MW,step,Sim
Cc1([C@H])c(C(=O)Nc2cc(/C(C))([C@@H])c([C@H])c2(\[C@@]))c(n2nccc2)1,0.9288557144366718,0.25767271379944456,,1914,0.1619047619047619
Cc1([C@H])c(C(=O)Nc2cc([C@@H]3C[C@H]3)c(C#N)([C@H])c2(\[C@@]))c(n2nccc2)1,0.9216245424518983,0.25044154181467104,,1913,0.15315315315315314
Cc1([C@H])c(C(=O)Nc2cc(c3cscn3)([C@@H])c([C@H])c2(\[C@@]))c(n2nccc2)1,0.914790767047186,0.24360776640995874,,1914,0.168141592920354
Cc1([C@H])c(C(=O)Nc2c([C@H]3CCC(C)CC3)c([C@H])c2(\[C@@]))c(n2nccc2)1,0.9065186914529557,0.23533569081572847,,1948,0.13793103448275862
Cc1([C@H])c(C(=C(C/N))c2cc([C@@H]3C[C@H]3)c([C@@H])c([C@H])c2(\[C@@]))c(n2nccc2)1,0.9055958660162134,0.2344128653789862,,1969,0.11016949152542373
Cc1([C@H])c(C(=O)Nc2c(O(CC))c([C@H])c2(\[C@@]))c(n2nccc2)1,0.9000456889961107,0.22886268835888346,,1989,0.1650485436893204
Cc1([C@H])c(C(=O)Nc2cc(Cc3nnn3)c([C@@H])c([C@H])c2(\[C@@]))c(n2nccc2)1,0.8963094834330372,0.22512648279580993,,1991,0.17543859649122806
Cc1([C@H])c(C(=O)Nc2c([C@](C)(c3cccs3))c([C@H])c2(\[C@@]))c(n2nccc2)1,0.8901183770253814,0.2189353763881542,,1951,0.17857142857142858
Cc1([C@H])c(C(=O)Nc2cc([C@@H]3C[C@H]3)c([C@@H])c([C@H])c2(\[C@@]))c(n2n([C@](C))cc2)1,0.8892923410083808,0.2181093403711536,,1905,0.17117117117117117
Cc1([C@H])c(C(=O)Nc2cc([C@@H]3C[C@H]3)([C@@H](C#N)[C@@H])c([C@H])c2(\[C@@]))c(n2nccc2)1,0.8850233848224843,0.21384038418525708,,1947,0.1565217391304348
C([NH+])c1([C@H])c(C(=O)Nc2cc([C@@H]3C[C@H]3)c([C@@H])c([C@H])c2(\[C@@]))c(n2nccc2)1,0.8829032968321627,0.2117202961949355,,1931,0.16964285714285715
Cc1([C@H])c(C(=O)Nc2cc(CC(O))c([C@@H])c([C@H])c2(\[C@@]))c(n2nccc2)1,0.8816690056429766,0.21048600500574932,,1991,0.18518518518518517
Cc1([C@H])c(C(=O)Nc2cc([C@@H](N3CCC[C@H](C)C3)[C@H])c2(\[C@@]))c(n2nccc2)1,0.8789684664648127,0.2077854658275855,,1979,0.15384615384615385
Cc1([C@H])c(C(=O)Nc2cc([C@@H]3C[C@H]3([C@H]3CCCN3C))c2(\[C@@]))c(n2nccc2)1,0.8786069590074489,0.20742395837022165,,1932,0.14285714285714285
Cc1([C@H])c(C(=O)Nc2cc([C@@H]3C[C@H]3)c([C@@H])c(NC)c2(\[C@@]))c(n2nccc2)1,0.8772457851614663,0.2060627845242391,,1957,0.18018018018018017
Cc1([C@H])c(C(=O)Nc2cc([C@@H]3C[C@H]3)c([C@@H])c([C@H])c2(c2[N+]N=C\c2))c(n2nccc2)1,0.8662771801187394,0.1950941794815122,,1912,0.1652892561983471
Cc1([C@H])c(C(=O)Nc2cc([C@@H]3C[C@H]3)c([C@@H])c([C@@H](C)N)c2(\[C@@]))c(n2nccc2)1,0.8641854031764191,0.19300240253919188,,1946,0.1875
Cc1([C@H])c(C(=O)Nc2cc([C@@H]3C[C@H]3)([C@H]3CCC[C@@H]3)c([C@H])c2(\[C@@]))c(n2nccc2)1,0.8623521715714011,0.19116917093417385,,1947,0.14049586776859505
Cc1([C@H])c(C(=O)Nc2c([C@](C)([C@H]3CO)CC3)c([C@H])c2(\[C@@]))c(n2nccc2)1,0.8589959096362554,0.18781290899902814,,1948,0.1391304347826087
Cc1([C@H])c(C(=O)Nc2c(Oc3cc(Cl)ccc3[C@@H])c([C@H])c2(\[C@@]))c(n2nccc2)1,0.8545045336688608,0.18332153303163357,,1989,0.19130434782608696
Cc1([C@H])c(C(=O)Nc2cc([C@@H]3C[C@H]3)c([C@@H](C)OC)([C@H])c2(\[C@@]))c(n2nccc2)1,0.8496198131128045,0.1784368124755773,,1913,0.16666666666666666
C(OC(C)C)1([C@H])c(C(=O)Nc2cc([C@@H]3C[C@H]3)c([C@@H])c([C@H])c2(\[C@@]))c(n2nccc2)1,0.8494210260538839,0.17823802541665668,,1966,0.19298245614035087
Cc1([C@H])c(C(=O)Nc2cc([C@@H](C3CCC3)C)c([C@@H])c([C@H])c2(\[C@@]))c(n2nccc2)1,0.8490363360011345,0.17785333536390724,,1909,0.1826086956521739
Cc1([C@H])c(C(=O)Nc2cc([C@@H]([C@@H]3CCCC[C@H]3[NH2+]))c2(\[C@@]))c(n2nccc2)1,0.8483220455560349,0.1771390449188076,,1901,0.14655172413793102
Cc1([C@H])c(C(=O)Nc2cc([C@@H]3C[C@H]3)c([C@@H])c(CC(C)(C)(C))2(\[C@@]))c(n2nccc2)1,0.8476645052102405,0.17648150457301326,,1920,0.1440677966101695
Cc1([C@H])c(C(=O)Nc2cc(N(CCC))c([C@@H])c([C@H])c2(\[C@@]))c(n2nccc2)1,0.8456508037904071,0.1744678031531799,,1958,0.18018018018018017
Cc1([C@H])c(C(=O)Nc2cc([C@@H]3C[C@H]3)c([C@@H])c(N(C)CC)c2(\[C@@]))c(n2nccc2)1,0.8451517724902963,0.17396877185306903,,1957,0.1724137931034483
Cc1([C@H])c(C(=O)Nc2cc([C@@H](C)C(=O)NC)([C@@H])c([C@H])c2(\[C@@]))c(n2nccc2)1,0.8368403552211652,0.16565735458393793,,1914,0.168141592920354
